교통사고 당사자 번호,이름,성별,생년월일,면허유무,안전벨트 유무,음주 여부,부상/사망 여부,교통사고 종류,교통사고 날짜,사고직전 속도,사고 발생지,대전시 사고 관리 번호
269,한지안,여,1993.9.16,유,유,무,부상,과속,2022.2.29,110,대덕구 법동,2022B93
270,김주원,여,1987.10.11,유,유,무,부상,음주운전,2022.3.13,126,서구 만년동,2022C32
271,유지후,여,1975.10.5,유,유,무,부상,음주운전,2022.3.20,88,중구 대흥동,2022C72
272,황시우,여,1996.6.25,유,유,무,부상,과속,2022.12.9,95,중구 오류동,2022L32
273,성준서,여,1977.5.1,유,유,무,부상,중앙선 침범,2022.8.22,126,유성구 신성동,2022H12
274,조지민,여,1961.8.30,유,유,무,부상,음주운전,2022.10.18,128,대덕구 송촌동,2022J51
275,육하은,여,1988.9.9,유,유,무,부상,과속,2022.12.18,80,서구 도마동,2022L93
276,장예준,여,1976.1.18,유,유,무,부상,신호위반,2022.3.3,108,서구 갈마동,2022C85
277,황지안,남,2002.4.1,유,유,무,부상,신호위반,2022.1.9,113,유성구 관평동,2022A10
278,곽지안,여,1970.9.19,유,유,유,부상,음주운전,2022.12.26,91,유성구 신성동,2022L11
279,정주호,남,1995.4.6,유,유,무,부상,과속,2022.3.10,108,유성구 관평동,2022C63
280,이지원,여,1988.10.9,유,유,무,부상,중앙선 침범,2022.11.6,120,대덕구 석봉동,2022K96
281,정민준,남,1989.4.22,유,유,무,부상,음주운전,2022.8.9,121,서구 갈마동,2022H86
282,장준우,여,1987.1.5,유,유,무,부상,중앙선 침범,2022.8.13,121,중구 오류동,2022H68
283,황서연,여,1997.9.26,유,유,무,부상,신호위반,2022.1.31,111,유성구 노은동,2022A50
284,황주호,여,1968.2.16,유,유,무,부상,중앙선 침범,2022.1.18,80,동구 효동,2022A99
285,김선우,여,1986.3.18,유,유,무,부상,중앙선 침범,2022.3.31,119,유성구 진잠동,2022C69
286,조하은,여,1973.12.23,유,유,무,부상,음주운전,2022.2.18,125,유성구 전민동,2022B10
287,유지원,남,1997.1.7,유,유,무,부상,신호위반,2022.8.12,96,동구 신인동,2022H65
288,유민서,여,1971.8.5,유,유,무,부상,신호위반,2022.3.8,97,중구 은행선화동,2022C82
289,장서진,남,1988.5.26,유,유,유,부상,음주운전,2022.7.4,93,대덕구 송촌동,2022G78
290,이지호,여,1983.7.15,유,유,무,부상,음주운전,2022.9.29,91,유성구 신성동,2022I93
291,최지원,여,1966.6.6,유,유,무,부상,신호위반,2022.12.30,125,중구 오류동,2022L33
292,육주원,여,1978.12.15,유,유,무,부상,음주운전,2022.9.24,95,대덕구 오정동,2022I71
293,최지원,여,1962.10.7,유,유,무,부상,중앙선 침범,2022.1.11,101,대덕구 오정동,2022A4
294,박민서,여,1992.2.27,유,유,무,부상,과속,2022.5.28,110,유성구 진잠동,2022Z38
295,육도윤,여,1966.6.9,유,유,무,부상,과속,2022.6.15,82,중구 오류동,2022F73
296,김서연,여,1967.11.25,유,유,유,사망,음주운전,2022.11.20,102,대덕구 송촌동,2022K95
297,유수정,남,1974.6.4,유,유,무,부상,중앙선 침범,2022.10.4,98,동구 자양동,2022J58
298,성시우,남,2001.2.6,유,유,무,부상,과속,2022.12.18,82,동구 자양동,2022L21
299,황도윤,여,1995.2.26,유,유,무,부상,과속,2022.2.4,129,동구 용운동,2022B24
300,성주원,여,1963.12.19,유,유,무,부상,과속,2022.5.3,88,서구 월평동,2022Z69
301,박서윤,남,1990.12.9,유,유,무,부상,과속,2022.1.26,89,중구 오류동,2022A68
302,이시우,남,1977.3.27,유,유,무,부상,신호위반,2022.12.23,83,동구 용운동,2022L94
303,장지안,남,1970.3.4,유,유,유,부상,음주운전,2022.3.3,101,동구 신인동,2022C99
304,조지우,남,1967.6.13,유,유,무,부상,신호위반,2022.1.5,122,중구 오류동,2022A57
305,이하은,남,1970.9.24,유,유,유,부상,음주운전,2022.8.31,86,중구 대흥동,2022H96
306,육주원,여,1984.5.9,유,유,무,부상,음주운전,2022.6.18,115,동구 삼성동,2022F74
307,노시우,남,1992.3.23,유,유,무,부상,음주운전,2022.10.5,126,서구 월평동,2022J63
308,한준서,남,1972.8.14,유,유,무,부상,과속,2022.3.31,114,동구 신인동,2022C47
309,박윤서,여,1990.2.7,유,유,무,부상,중앙선 침범,2022.8.17,83,중구 목동,2022H53
310,이연우,남,1970.7.6,유,유,무,부상,신호위반,2022.12.10,81,대덕구 법동,2022L2
311,정선우,여,1997.11.8,유,유,무,부상,과속,2022.1.11,99,대덕구 송촌동,2022A82
312,곽주원,남,1974.6.1,유,유,무,부상,중앙선 침범,2022.6.11,112,유성구 진잠동,2022F90
313,이채은,여,1982.9.24,유,유,무,부상,신호위반,2022.3.3,83,서구 갈마동,2022C85
314,노서현,여,1962.8.16,유,유,무,부상,과속,2022.4.16,83,대덕구 석봉동,2022D77
315,김예준,남,1962.10.25,유,유,무,부상,중앙선 침범,2022.5.23,119,대덕구 송촌동,2022Z44
316,정서현,여,1975.10.18,유,유,무,부상,신호위반,2022.3.26,84,유성구 전민동,2022C24
317,성서연,여,1976.6.30,유,유,무,부상,신호위반,2022.1.29,93,유성구 전민동,2022A25
318,유선우,여,1975.7.16,유,유,무,부상,중앙선 침범,2022.11.28,96,서구 둔상동,2022K69
319,한지안,남,1962.2.21,유,유,무,부상,중앙선 침범,2022.2.27,90,동구 삼성동,2022B75
320,곽윤서,여,1978.6.9,유,유,무,부상,중앙선 침범,2022.12.18,98,중구 대사동,2022L26
321,노채은,남,1994.7.28,유,유,무,부상,신호위반,2022.1.10,95,유성구 전민동,2022A8
322,곽서연,남,1986.11.25,유,유,무,부상,과속,2022.12.3,114,동구 자양동,2022L70
323,조지호,여,1982.8.12,유,유,무,부상,음주운전,2022.6.26,112,유성구 전민동,2022F65
324,곽지후,남,1985.2.30,유,유,무,부상,신호위반,2022.7.15,116,유성구 신성동,2022G32
325,한윤서,남,1982.3.28,유,유,무,부상,과속,2022.7.31,83,중구 오류동,2022G18
326,정도윤,남,2001.7.2,유,유,무,부상,신호위반,2022.12.26,124,유성구 관평동,2022L80
327,육서진,여,2002.2.13,유,유,유,부상,음주운전,2022.11.25,86,중구 대흥동,2022K39
328,정하준,남,1963.1.19,유,유,유,부상,음주운전,2022.9.21,84,중구 목동,2022I2
329,곽서준,남,1995.3.27,유,유,무,부상,과속,2022.2.12,101,서구 도마동,2022B83
330,박서진,여,1998.4.1,유,유,무,부상,신호위반,2022.8.19,110,대덕구 오정동,2022H71
331,황민준,여,2000.12.25,유,유,무,부상,음주운전,2022.11.12,87,동구 효동,2022K86
332,곽지유,여,1997.8.12,유,유,유,부상,음주운전,2022.3.3,110,동구 신인동,2022C99
333,김시우,남,1984.12.9,유,유,무,부상,과속,2022.11.4,121,대덕구 송촌동,2022K80
334,황하윤,여,1967.10.16,유,유,무,부상,신호위반,2022.2.15,113,동구 신인동,2022B15
335,한지우,여,1970.1.26,유,유,무,부상,과속,2022.8.14,111,서구 갈마동,2022H11
336,김연우,여,1987.11.18,유,유,유,사망,음주운전,2022.12.16,123,대덕구 회덕동,2022L86
337,이지원,남,1964.2.25,유,유,무,부상,음주운전,2022.2.2,88,서구 만년동,2022B14
338,한지호,여,1962.2.25,유,유,무,부상,과속,2022.1.15,88,서구 둔상동,2022A96
339,장지후,남,1997.1.24,유,유,무,부상,신호위반,2022.1.25,119,서구 갈마동,2022A23
340,유채원,여,1973.6.14,유,유,무,부상,중앙선 침범,2022.3.22,116,유성구 관평동,2022C13
341,성서진,여,1967.8.13,유,유,무,부상,중앙선 침범,2022.3.22,118,동구 신인동,2022C61
342,한준서,여,1971.11.30,유,유,무,부상,중앙선 침범,2022.4.19,111,중구 은행선화동,2022D2
343,유연우,남,2000.1.17,유,유,무,부상,중앙선 침범,2022.10.19,122,중구 대사동,2022J9
344,성서현,남,1960.5.9,유,유,무,부상,과속,2022.6.25,100,유성구 신성동,2022F63
345,육민서,여,1988.2.10,유,유,무,부상,과속,2022.1.15,114,동구 자양동,2022A97
346,황연우,여,2000.6.19,유,유,무,부상,음주운전,2022.7.15,110,유성구 관평동,2022G94
347,이수정,여,1965.12.22,유,유,무,부상,중앙선 침범,2022.3.18,89,유성구 관평동,2022C76
348,박서현,여,1977.11.7,유,유,무,부상,신호위반,2022.12.22,129,동구 효동,2022L30
349,노지유,남,1992.3.20,유,유,무,부상,음주운전,2022.5.22,123,서구 둔상동,2022Z34
350,황지우,여,1978.9.14,유,유,무,부상,중앙선 침범,2022.3.16,126,유성구 신성동,2022C4
351,한준우,남,1969.10.16,유,유,무,부상,중앙선 침범,2022.12.27,101,중구 대흥동,2022L3
352,조서현,남,1969.5.1,유,유,무,부상,신호위반,2022.11.25,125,유성구 관평동,2022K16
353,육지후,남,1973.10.2,유,유,무,부상,과속,2022.3.15,107,동구 효동,2022C7
354,김서준,남,2001.12.1,유,유,무,부상,신호위반,2022.6.3,129,동구 자양동,2022F69
355,곽준우,여,1971.3.6,유,유,무,부상,과속,2022.7.8,108,동구 용운동,2022G14
356,유채은,여,1966.1.2,유,유,유,부상,음주운전,2022.11.11,82,유성구 관평동,2022K44
357,황지호,여,1964.3.24,유,유,무,부상,중앙선 침범,2022.5.11,115,서구 도마동,2022Z19
358,유민서,여,2001.7.7,유,유,무,부상,음주운전,2022.1.16,91,중구 목동,2022A87
359,한하은,여,1974.5.6,유,유,무,부상,음주운전,2022.6.1,123,서구 갈마동,2022F31
360,조연우,남,2000.6.9,유,유,무,부상,중앙선 침범,2022.12.15,120,동구 신인동,2022L40
361,한준우,남,1996.8.2,유,유,무,부상,중앙선 침범,2022.1.18,104,대덕구 송촌동,2022A43
362,김수정,남,1969.6.1,유,유,무,부상,신호위반,2022.4.10,100,대덕구 법동,2022D35
363,최주원,남,1982.9.25,유,유,무,부상,음주운전,2022.10.26,128,대덕구 오정동,2022J31
364,장서현,여,1963.8.26,유,유,무,부상,과속,2022.5.11,84,유성구 진잠동,2022Z52
365,장서진,남,1991.12.14,유,유,무,부상,중앙선 침범,2022.11.7,115,서구 도마동,2022K26
366,노하은,남,1997.1.30,유,유,무,부상,음주운전,2022.5.15,121,동구 삼성동,2022Z32
367,조준서,여,1960.2.16,유,유,무,부상,신호위반,2022.2.3,113,유성구 노은동,2022B27
368,김시우,여,1994.7.14,유,유,무,부상,음주운전,2022.6.24,80,대덕구 석봉동,2022F87
369,유예준,여,1995.11.6,유,유,무,부상,신호위반,2022.11.29,109,중구 은행선화동,2022K97
370,이채은,여,1972.6.3,유,유,무,부상,신호위반,2022.9.30,89,대덕구 오정동,2022I17
371,성시우,남,1989.11.17,유,유,유,부상,음주운전,2022.5.30,121,유성구 신성동,2022Z27
372,노도윤,남,1975.8.31,유,유,무,부상,과속,2022.2.7,115,동구 자양동,2022B66
373,이수정,여,1996.4.21,유,유,무,부상,과속,2022.12.21,91,동구 자양동,2022L66
374,육채은,남,1970.4.21,유,유,무,부상,음주운전,2022.10.5,114,중구 은행선화동,2022J7
375,김서현,남,1981.5.31,유,유,무,부상,음주운전,2022.6.1,129,대덕구 송촌동,2022F50
376,육수정,남,1963.12.2,유,유,무,부상,신호위반,2022.11.27,88,대덕구 회덕동,2022K61
377,유준서,여,1962.3.12,유,유,무,부상,중앙선 침범,2022.7.24,100,중구 목동,2022G42
378,김채은,여,1983.9.4,유,유,무,부상,신호위반,2022.6.3,86,동구 자양동,2022F69
379,황지우,여,1981.6.13,유,유,유,부상,음주운전,2022.6.5,96,대덕구 회덕동,2022F17
380,장선우,남,1965.3.3,유,유,무,부상,신호위반,2022.11.3,113,중구 은행선화동,2022K58
381,정선우,남,1979.7.19,유,유,무,부상,신호위반,2022.10.1,99,동구 자양동,2022J56
382,황시우,남,1981.9.1,유,유,무,부상,음주운전,2022.5.20,113,대덕구 회덕동,2022Z21
383,김하윤,여,1989.11.12,유,유,무,부상,중앙선 침범,2022.2.17,80,대덕구 석봉동,2022B60
384,최예준,남,1993.11.14,유,유,무,부상,중앙선 침범,2022.4.19,84,중구 은행선화동,2022D25
385,정도윤,여,1970.7.1,유,유,유,부상,음주운전,2022.12.17,100,서구 갈마동,2022L9
386,한채원,여,1964.11.4,유,유,무,부상,과속,2022.9.23,128,동구 삼성동,2022I94
387,박하윤,여,1972.9.1,유,유,무,부상,신호위반,2022.11.1,109,유성구 진잠동,2022K59
388,조서연,여,1989.8.15,유,유,유,부상,음주운전,2022.2.26,112,대덕구 오정동,2022B26
389,유시우,여,1990.3.28,유,유,무,부상,신호위반,2022.4.10,112,대덕구 법동,2022D35
390,조예준,남,1961.6.1,유,유,무,부상,음주운전,2022.9.26,97,동구 삼성동,2022I64
391,장민준,남,1993.1.2,유,유,무,부상,음주운전,2022.6.26,91,동구 자양동,2022F49
392,박준우,남,1990.12.18,유,유,무,부상,과속,2022.2.29,98,대덕구 법동,2022B93
393,노윤서,남,1964.6.15,유,유,유,부상,음주운전,2022.9.22,88,중구 대사동,2022I38
394,정연우,여,1972.4.20,유,유,무,부상,음주운전,2022.2.12,105,유성구 전민동,2022B29
395,최지우,여,1988.4.8,유,유,무,부상,신호위반,2022.8.24,109,유성구 진잠동,2022H63
396,이수정,여,1995.4.23,유,유,무,부상,음주운전,2022.6.23,87,유성구 관평동,2022F82
397,최주호,남,1978.8.29,유,유,무,부상,과속,2022.11.4,81,대덕구 송촌동,2022K46
398,조하은,남,1990.10.27,유,유,무,부상,음주운전,2022.6.17,118,중구 목동,2022F46
399,조수정,여,1972.4.6,유,유,무,부상,과속,2022.4.31,101,서구 월평동,2022D73
400,조지안,여,1979.6.31,유,유,유,부상,음주운전,2022.3.21,117,중구 대흥동,2022C84
401,최하은,남,1977.11.27,유,유,무,부상,음주운전,2022.12.21,98,중구 대사동,2022L13
402,박지후,여,1980.2.30,유,유,무,부상,중앙선 침범,2022.2.12,121,대덕구 석봉동,2022B99
403,조준우,여,1960.6.5,유,유,무,부상,음주운전,2022.6.6,119,유성구 진잠동,2022F34
404,성하윤,여,1988.9.3,유,유,무,부상,음주운전,2022.10.19,103,중구 은행선화동,2022J35
405,황선우,남,2001.3.25,유,유,무,부상,과속,2022.5.29,100,동구 자양동,2022Z8
406,곽서준,여,1973.10.15,유,유,무,부상,중앙선 침범,2022.2.22,85,동구 용운동,2022B25
407,김채원,여,1981.2.14,유,유,무,부상,과속,2022.10.4,124,대덕구 오정동,2022J93
408,최지후,남,1991.10.1,유,유,무,부상,과속,2022.11.17,96,대덕구 오정동,2022K92
409,성민서,남,1986.3.21,유,유,무,부상,신호위반,2022.10.14,101,서구 만년동,2022J53
410,조지안,남,1998.12.22,유,유,무,부상,과속,2022.1.19,121,유성구 관평동,2022A12
411,한채은,남,2001.7.7,유,유,무,부상,음주운전,2022.11.29,84,중구 대사동,2022K60
412,노지후,여,1968.1.19,유,유,무,부상,음주운전,2022.7.4,108,동구 효동,2022G75
413,곽윤서,남,2002.7.21,유,유,무,부상,중앙선 침범,2022.4.8,100,동구 삼성동,2022D17
414,장하윤,여,1972.8.17,유,유,무,부상,신호위반,2022.10.4,87,서구 만년동,2022J76
415,한서윤,여,1961.6.26,유,유,무,부상,음주운전,2022.1.30,120,서구 만년동,2022A38
416,장하준,여,1981.8.31,유,유,무,부상,신호위반,2022.3.16,83,유성구 신성동,2022C35
417,유채은,여,1977.3.17,유,유,무,부상,중앙선 침범,2022.9.17,80,동구 신인동,2022I29
418,조서연,남,1988.10.8,유,유,무,부상,중앙선 침범,2022.7.27,81,동구 자양동,2022G70
419,박수정,남,1967.9.24,유,유,무,사망,중앙선 침범,2022.11.17,103,서구 도마동,2022K64
420,장주원,남,1962.10.8,유,유,무,부상,과속,2022.8.15,128,서구 월평동,2022H81
421,육민서,남,1974.6.24,유,유,유,부상,음주운전,2022.11.20,119,대덕구 송촌동,2022K95
422,유하준,여,1964.9.26,유,유,무,부상,신호위반,2022.9.2,93,서구 갈마동,2022I70
423,최주호,여,1987.6.22,유,유,무,부상,음주운전,2022.1.8,82,중구 대흥동,2022A18
424,성지원,여,1985.12.25,유,유,유,부상,음주운전,2022.5.29,97,중구 은행선화동,2022Z40
425,곽채은,여,1982.11.19,유,유,무,부상,중앙선 침범,2022.10.11,85,유성구 진잠동,2022J64
426,장서진,여,1977.6.5,유,유,무,부상,과속,2022.2.4,87,동구 용운동,2022B24
427,조서진,남,1997.10.24,유,유,무,부상,과속,2022.9.25,94,유성구 신성동,2022I5
428,유하준,여,1987.1.22,유,유,무,부상,음주운전,2022.3.18,93,동구 용운동,2022C93
429,박서준,남,1962.2.24,유,유,유,부상,음주운전,2022.11.25,129,중구 대흥동,2022K39
430,곽서연,여,2002.7.13,유,유,무,부상,과속,2022.8.27,111,서구 둔상동,2022H34
431,노시우,여,1989.5.8,유,유,무,부상,음주운전,2022.4.29,129,대덕구 송촌동,2022D37
432,정지후,남,1979.10.19,유,유,무,부상,중앙선 침범,2022.11.29,87,유성구 진잠동,2022K47
433,최연우,남,1978.11.1,유,유,무,부상,과속,2022.4.6,121,서구 둔상동,2022D61
434,정지우,여,1965.5.25,유,유,무,부상,과속,2022.2.26,109,동구 용운동,2022B49
435,한도윤,남,1965.2.25,유,유,무,부상,신호위반,2022.9.26,111,유성구 관평동,2022I92
436,성지우,여,1972.10.30,유,유,무,부상,과속,2022.6.25,91,유성구 신성동,2022F63
437,조지후,여,1986.12.11,유,유,무,부상,신호위반,2022.7.12,86,대덕구 석봉동,2022G7
438,최지유,여,1976.10.25,유,유,무,부상,과속,2022.9.3,80,동구 삼성동,2022I54
439,최하준,남,1985.8.31,유,유,유,부상,음주운전,2022.12.17,113,서구 갈마동,2022L9
440,노서윤,여,1978.7.15,유,유,유,부상,음주운전,2022.8.2,117,서구 도마동,2022H54
441,박민서,남,1985.8.25,유,유,무,부상,신호위반,2022.12.23,99,동구 신인동,2022L59
442,노주호,여,1963.7.25,유,유,무,부상,음주운전,2022.4.31,121,서구 월평동,2022D99
443,박채은,여,1983.12.21,유,유,무,사망,음주운전,2022.6.31,109,동구 삼성동,2022F23
444,유지후,남,2000.4.7,유,유,무,부상,음주운전,2022.2.1,118,동구 삼성동,2022B80
445,박서준,여,1991.2.23,유,유,무,부상,과속,2022.10.12,109,대덕구 석봉동,2022J48
446,조서준,남,1999.9.1,유,유,유,사망,음주운전,2022.1.9,129,유성구 신성동,2022A32
447,장서진,남,1974.8.6,유,유,무,부상,신호위반,2022.9.26,99,유성구 관평동,2022I92
448,유하준,남,1989.7.22,유,유,무,부상,신호위반,2022.2.13,110,대덕구 법동,2022B68
449,장하준,남,1971.4.1,유,유,무,부상,음주운전,2022.3.28,111,서구 만년동,2022C1
450,황서윤,여,1977.2.4,유,유,무,부상,과속,2022.10.8,101,동구 자양동,2022J22
451,정시우,남,1960.10.7,유,유,무,부상,중앙선 침범,2022.4.3,83,유성구 관평동,2022D20
452,장서윤,남,1996.6.24,유,유,무,사망,중앙선 침범,2022.7.18,106,중구 은행선화동,2022G72
453,유하은,여,2000.10.20,유,유,무,부상,중앙선 침범,2022.10.20,101,유성구 신성동,2022J14
454,정연우,여,1986.1.9,유,유,무,부상,음주운전,2022.7.21,110,서구 도마동,2022G56
455,육수정,여,1982.8.11,유,유,무,부상,신호위반,2022.7.18,100,중구 대사동,2022G48
456,성지원,남,1968.8.16,유,유,유,부상,음주운전,2022.2.23,85,서구 도마동,2022B41
457,황지후,여,1990.12.28,유,유,무,부상,중앙선 침범,2022.7.28,107,대덕구 회덕동,2022G84
458,유민서,남,1978.10.31,유,유,무,부상,신호위반,2022.5.9,104,대덕구 석봉동,2022Z29
459,김민서,남,1986.6.25,유,유,무,부상,신호위반,2022.1.12,116,유성구 관평동,2022A27
460,장준서,여,1981.11.3,유,유,무,부상,신호위반,2022.6.26,118,대덕구 회덕동,2022F6
461,육하준,여,1985.1.7,유,유,무,부상,신호위반,2022.10.22,112,동구 신인동,2022J34
462,이윤서,남,1973.4.30,유,유,무,부상,중앙선 침범,2022.12.28,83,서구 만년동,2022L77
463,한윤서,여,1960.12.23,유,유,무,부상,과속,2022.5.14,121,동구 삼성동,2022Z28
464,곽연우,여,1964.11.31,유,유,유,부상,음주운전,2022.7.10,104,동구 효동,2022G81
465,육윤서,여,1970.8.27,유,유,유,부상,음주운전,2022.9.19,117,동구 신인동,2022I34
466,한서윤,남,1980.2.23,유,유,무,부상,신호위반,2022.4.18,92,유성구 전민동,2022D43
467,최윤서,여,1977.6.6,유,유,무,부상,음주운전,2022.7.25,94,동구 용운동,2022G65
468,한하준,여,1985.9.21,유,유,무,부상,신호위반,2022.10.31,99,동구 자양동,2022J27
469,육채은,남,1982.11.25,유,유,무,부상,신호위반,2022.10.19,114,대덕구 법동,2022J41
470,조민서,여,1968.9.25,유,유,무,부상,음주운전,2022.9.16,91,동구 자양동,2022I82
471,한주호,여,1972.11.25,유,유,무,부상,과속,2022.11.4,119,대덕구 법동,2022K8
472,김도윤,여,2002.9.8,유,유,유,부상,음주운전,2022.4.21,100,동구 자양동,2022D92
473,유선우,남,1986.4.25,유,유,무,부상,중앙선 침범,2022.5.25,109,유성구 관평동,2022Z70
474,최지호,여,1988.7.14,유,유,유,부상,음주운전,2022.3.15,118,중구 오류동,2022C80
475,최지호,여,2002.1.16,유,유,무,부상,음주운전,2022.5.11,119,대덕구 법동,2022Z59
476,정주원,남,1960.8.10,유,유,무,사망,중앙선 침범,2022.8.17,103,동구 삼성동,2022H13
477,육서연,남,1968.5.25,유,유,무,부상,신호위반,2022.5.9,104,대덕구 석봉동,2022Z2
478,정하준,남,2001.3.9,유,유,무,부상,신호위반,2022.3.23,106,유성구 전민동,2022C79
479,황준서,남,1991.1.5,유,유,무,부상,중앙선 침범,2022.12.15,105,동구 신인동,2022L40
480,이서준,남,1961.7.25,유,유,무,부상,신호위반,2022.1.4,123,유성구 신성동,2022A53
481,노채원,여,1967.4.9,유,유,무,부상,음주운전,2022.10.3,102,중구 대흥동,2022J29
482,노서연,남,1977.10.31,유,유,무,부상,과속,2022.6.4,82,유성구 신성동,2022F78
483,조시우,여,1966.5.25,유,유,무,부상,과속,2022.9.3,100,동구 삼성동,2022I54
484,노지유,남,1998.8.25,유,유,무,부상,과속,2022.6.22,85,유성구 전민동,2022F36
485,최서연,여,1974.10.7,유,유,유,부상,음주운전,2022.11.31,97,동구 삼성동,2022K5
486,노예준,여,1965.2.7,유,유,무,부상,중앙선 침범,2022.10.24,111,유성구 관평동,2022J74
487,육준서,남,1964.9.10,유,유,유,부상,음주운전,2022.3.15,117,중구 오류동,2022C80
488,박지우,여,1973.8.7,유,유,유,부상,음주운전,2022.9.30,114,중구 은행선화동,2022I79
489,유지후,여,1962.10.9,유,유,유,부상,음주운전,2022.4.13,126,유성구 관평동,2022D47
490,최서연,남,1992.4.1,유,유,무,부상,음주운전,2022.6.6,125,유성구 진잠동,2022F34
491,최지후,남,1994.2.16,유,유,무,부상,신호위반,2022.10.16,123,서구 갈마동,2022J84
492,유하준,여,1968.6.1,유,유,무,부상,음주운전,2022.12.21,91,중구 대사동,2022L13
493,황하준,남,2001.10.21,유,유,무,사망,음주운전,2022.12.20,111,대덕구 법동,2022L76
494,최지원,여,1981.1.9,유,유,유,사망,음주운전,2022.4.8,95,중구 목동,2022D5
495,이지안,남,1979.4.28,유,유,무,부상,음주운전,2022.7.22,95,유성구 전민동,2022G83
496,최주호,남,1993.12.7,유,유,무,부상,음주운전,2022.3.13,113,서구 만년동,2022C32
497,최민준,남,1991.2.9,유,유,무,부상,중앙선 침범,2022.5.23,124,대덕구 송촌동,2022Z44
498,유서진,여,1967.6.7,유,유,무,부상,과속,2022.1.31,119,중구 목동,2022A95
499,박하은,남,1962.1.11,유,유,무,부상,과속,2022.5.14,101,동구 삼성동,2022Z28
500,황주호,여,1981.1.10,유,유,무,부상,과속,2022.2.13,122,대덕구 석봉동,2022B72
501,성지우,여,1999.8.2,유,유,무,부상,신호위반,2022.10.4,125,서구 만년동,2022J76
502,이하준,여,1998.10.7,유,유,무,사망,음주운전,2022.9.27,95,동구 신인동,2022I12
503,성연우,남,1972.2.20,유,유,무,사망,음주운전,2022.2.17,96,유성구 관평동,2022B18
504,노준서,여,1994.2.6,유,유,무,부상,중앙선 침범,2022.7.8,115,유성구 노은동,2022G64
505,최지후,여,1986.7.5,유,유,유,부상,음주운전,2022.9.17,87,중구 목동,2022I78
506,유지호,여,1976.6.10,유,유,무,부상,과속,2022.4.15,95,유성구 관평동,2022D16
507,육선우,여,1973.9.27,유,유,무,부상,음주운전,2022.3.12,84,서구 만년동,2022C58
508,이채원,여,1986.7.27,유,유,유,부상,음주운전,2022.7.2,85,유성구 신성동,2022G20
509,조지우,여,1961.4.28,유,유,무,부상,음주운전,2022.8.29,118,중구 대흥동,2022H85
510,최주원,남,1974.11.21,유,유,무,부상,신호위반,2022.12.20,113,유성구 신성동,2022L89
511,성주호,남,1980.2.5,유,유,무,부상,신호위반,2022.4.19,80,동구 삼성동,2022D75
512,노채원,여,1972.11.6,유,유,무,부상,음주운전,2022.11.6,91,동구 신인동,2022K99
513,장준우,여,1967.8.25,유,유,무,사망,중앙선 침범,2022.8.19,123,유성구 전민동,2022H5
514,성지후,남,1979.3.4,유,유,무,부상,중앙선 침범,2022.8.15,117,중구 목동,2022H82
515,장하윤,남,1960.11.2,유,유,무,부상,중앙선 침범,2022.9.28,87,서구 도마동,2022I68
516,노하준,남,1999.11.31,유,유,무,부상,신호위반,2022.5.29,115,서구 월평동,2022Z14
517,최지안,여,1960.8.4,유,유,유,부상,음주운전,2022.1.13,83,동구 신인동,2022A30
518,한지우,남,1967.10.20,유,유,무,부상,중앙선 침범,2022.9.24,108,동구 효동,2022I66
519,정수정,여,1986.8.22,유,유,무,부상,과속,2022.6.4,96,유성구 신성동,2022F78
520,박예준,남,1970.8.15,유,유,무,부상,신호위반,2022.5.18,128,동구 자양동,2022Z39
521,노선우,남,1997.6.4,유,유,무,부상,음주운전,2022.5.25,118,중구 대사동,2022Z74
522,조하윤,여,1990.5.28,유,유,무,부상,음주운전,2022.12.22,87,유성구 관평동,2022L43
523,노서진,여,1994.4.16,유,유,무,부상,신호위반,2022.5.16,125,서구 도마동,2022Z57
524,장채원,남,1969.4.24,유,유,무,부상,중앙선 침범,2022.6.6,116,서구 만년동,2022F47
525,박하은,여,1977.9.4,유,유,무,부상,신호위반,2022.2.20,124,대덕구 법동,2022B97
526,노지민,여,1986.12.9,유,유,무,부상,신호위반,2022.8.6,95,중구 오류동,2022H4
527,장선우,여,1967.4.26,유,유,무,사망,신호위반,2022.11.13,125,유성구 관평동,2022K75
528,유채은,여,1968.11.22,유,유,무,부상,중앙선 침범,2022.6.16,123,동구 자양동,2022F20
529,황하준,남,1973.2.16,유,유,무,부상,과속,2022.8.21,106,동구 신인동,2022H59
530,유채원,여,1989.12.2,유,유,무,사망,신호위반,2022.3.12,122,유성구 진잠동,2022C33
531,노민준,여,1984.6.5,유,유,무,부상,과속,2022.6.3,80,서구 도마동,2022F88
532,조지후,여,1964.2.3,유,유,유,사망,음주운전,2022.7.4,104,대덕구 송촌동,2022G78
533,김준서,남,1961.8.4,유,유,유,부상,음주운전,2022.7.20,104,서구 만년동,2022G63
534,김민준,여,1965.12.26,유,유,무,부상,음주운전,2022.3.22,90,중구 은행선화동,2022C70
535,황서연,남,1964.10.12,유,유,무,부상,신호위반,2022.11.15,91,동구 용운동,2022K91
536,정수정,남,1982.6.14,유,유,무,사망,신호위반,2022.5.18,122,동구 자양동,2022Z39
537,박서준,여,1983.11.21,유,유,무,부상,신호위반,2022.2.3,106,유성구 노은동,2022B27
538,곽서윤,여,1985.1.13,유,유,무,부상,과속,2022.4.31,84,동구 삼성동,2022D52
539,유예준,여,1993.6.22,유,유,무,부상,신호위반,2022.10.24,108,중구 오류동,2022J89
