교통사고 당사자 번호,이름,성별,생년월일,면허유무,안전벨트 유무,음주 여부,부상/사망 여부,교통사고 종류,교통사고 날짜,사고직전 속도,사고 발생지,대전시 사고 관리 번호
268,조민서,남,1999.5.21,유,유,무,부상,중앙선 침범,2022.1.28,120,유성구 관평동,2022A26
269,황선우,여,1983.7.24,유,유,무,부상,신호위반,2022.9.18,109,동구 삼성동,2022I45
270,이민준,남,1999.3.9,유,유,무,부상,과속,2022.10.10,105,중구 은행선화동,2022J79
271,유채은,남,1996.3.15,유,유,유,부상,음주운전,2022.11.3,107,유성구 노은동,2022K32
272,김준우,남,1999.5.25,유,유,무,부상,과속,2022.9.8,122,유성구 진잠동,2022I83
273,김지호,남,1972.11.17,유,유,무,부상,중앙선 침범,2022.11.16,95,중구 오류동,2022K30
274,박하윤,남,1981.4.5,유,유,무,부상,과속,2022.7.11,93,대덕구 석봉동,2022G17
275,이주원,남,1981.7.11,유,유,유,부상,음주운전,2022.9.30,92,중구 은행선화동,2022I14
276,장지원,여,1982.11.24,유,유,유,부상,음주운전,2022.4.15,127,유성구 진잠동,2022D96
277,한지원,남,1986.6.23,유,유,무,부상,과속,2022.11.8,95,동구 삼성동,2022K70
278,정서연,남,1996.10.20,유,유,무,부상,과속,2022.2.7,107,서구 도마동,2022B42
279,노지유,여,1966.5.21,유,유,무,부상,과속,2022.4.23,108,중구 목동,2022D37
280,곽도윤,남,1995.2.7,유,유,유,부상,음주운전,2022.9.12,100,동구 효동,2022I30
281,황서윤,여,1965.10.13,유,유,무,부상,과속,2022.11.31,120,중구 목동,2022K5
282,성지우,여,1960.1.11,유,유,유,부상,음주운전,2022.5.5,122,중구 목동,2022Z52
283,이예준,남,1998.2.3,유,유,유,부상,음주운전,2022.6.29,103,중구 은행선화동,2022F40
284,유서현,여,1987.8.24,유,유,무,부상,신호위반,2022.7.26,108,동구 자양동,2022G42
285,한민준,남,1980.12.22,유,유,무,부상,중앙선 침범,2022.4.13,113,동구 삼성동,2022D71
286,최지안,여,1994.6.20,유,유,무,부상,신호위반,2022.3.1,93,동구 신인동,2022C50
287,노채원,여,1973.1.31,유,유,무,부상,중앙선 침범,2022.12.29,95,서구 월평동,2022L5
288,조서연,여,1969.6.21,유,유,무,부상,신호위반,2022.6.15,128,중구 오류동,2022F31
289,최준우,남,1978.10.4,유,유,무,부상,과속,2022.5.14,113,동구 용운동,2022Z79
290,한지원,남,1967.3.25,유,유,무,부상,신호위반,2022.9.18,129,동구 신인동,2022I26
291,성서현,남,1993.5.15,유,유,무,부상,신호위반,2022.4.9,117,대덕구 석봉동,2022D63
292,정하준,여,1988.3.25,유,유,무,부상,신호위반,2022.8.29,120,유성구 전민동,2022H32
293,정준서,남,2001.9.15,유,유,유,사망,음주운전,2022.11.3,137,동구 용운동,2022K86
294,유하윤,남,1983.7.10,유,유,무,부상,과속,2022.9.7,127,대덕구 석봉동,2022I50
295,한지우,여,1989.12.22,유,유,무,부상,중앙선 침범,2022.4.1,91,서구 도마동,2022D72
296,노수정,남,1987.6.15,유,유,무,부상,신호위반,2022.6.23,107,대덕구 법동,2022F4
297,노서연,남,1993.9.11,유,유,무,부상,신호위반,2022.3.17,98,유성구 신성동,2022C91
298,육민서,여,1989.10.13,유,유,유,부상,음주운전,2022.6.10,95,서구 만년동,2022F49
299,최도윤,여,1984.10.11,유,유,무,부상,중앙선 침범,2022.10.31,113,대덕구 회덕동,2022J16
300,박지우,남,1967.8.7,유,유,무,부상,과속,2022.4.14,105,중구 목동,2022D38
301,최지안,여,1994.12.27,유,유,유,부상,음주운전,2022.6.26,128,유성구 신성동,2022F77
302,이지후,남,1997.9.18,유,유,무,부상,중앙선 침범,2022.8.30,121,중구 목동,2022H71
303,정지원,남,2000.7.1,유,유,무,사망,과속,2022.12.23,132,동구 신인동,2022L61
304,박준우,여,1976.3.20,유,유,무,사망,중앙선 침범,2022.3.4,135,동구 자양동,2022C75
305,곽준우,남,1988.7.29,유,유,유,부상,음주운전,2022.11.30,97,서구 만년동,2022K69
306,박민준,남,1972.3.29,유,유,무,부상,과속,2022.12.23,104,중구 대사동,2022L51
307,정지호,남,1977.11.12,유,유,무,부상,신호위반,2022.4.9,128,동구 자양동,2022D28
308,장지유,여,1992.1.11,유,유,무,부상,중앙선 침범,2022.11.8,104,동구 자양동,2022K55
309,황하준,남,1962.4.24,유,유,무,사망,신호위반,2022.1.2,90,대덕구 법동,2022A22
310,이서연,남,1971.9.22,유,유,무,사망,중앙선 침범,2022.1.5,132,유성구 노은동,2022A64
311,유서윤,남,1971.9.4,유,유,무,부상,중앙선 침범,2022.11.25,91,유성구 진잠동,2022K67
312,박지민,남,1962.12.23,유,유,무,부상,과속,2022.10.22,100,유성구 전민동,2022J51
313,곽예준,여,2000.5.30,유,유,무,부상,과속,2022.6.5,96,서구 월평동,2022F63
314,성채원,여,1980.2.5,유,유,유,부상,음주운전,2022.7.17,97,대덕구 법동,2022G14
315,조선우,남,1999.10.11,유,유,무,부상,과속,2022.4.22,111,중구 목동,2022D59
316,황지우,남,1980.8.29,유,유,무,부상,신호위반,2022.8.10,110,유성구 신성동,2022H64
317,노서준,여,1961.7.20,유,유,유,부상,음주운전,2022.3.25,105,동구 신인동,2022C95
318,한지원,여,1979.7.19,유,유,무,부상,신호위반,2022.4.7,99,유성구 전민동,2022D89
319,정주호,남,1987.9.20,유,유,유,사망,음주운전,2022.12.21,138,대덕구 법동,2022L47
320,황준서,남,1972.1.3,유,유,무,사망,중앙선 침범,2022.6.24,132,서구 월평동,2022F57
321,육준서,남,1984.10.4,유,유,무,부상,중앙선 침범,2022.10.5,128,대덕구 오정동,2022J32
322,황지안,여,1975.4.13,유,유,무,부상,중앙선 침범,2022.11.19,97,대덕구 오정동,2022K38
323,노서현,남,1993.7.28,유,유,유,사망,음주운전,2022.8.12,122,동구 삼성동,2022H75
324,장지후,여,1989.10.17,유,유,무,부상,과속,2022.5.8,108,중구 목동,2022Z7
325,곽지우,남,1962.2.15,유,유,무,사망,신호위반,2022.10.24,139,대덕구 석봉동,2022J73
326,조준서,남,1968.2.14,유,유,무,부상,신호위반,2022.6.1,101,서구 월평동,2022F30
327,유민서,남,1961.12.31,유,유,무,사망,신호위반,2022.1.1,132,중구 오류동,2022A39
328,박서준,여,1972.2.23,유,유,무,부상,중앙선 침범,2022.9.1,117,서구 갈마동,2022I74
329,최주호,남,1961.12.24,유,유,무,사망,신호위반,2022.4.5,130,대덕구 오정동,2022D67
330,노서준,남,1973.9.8,유,유,무,부상,신호위반,2022.3.10,101,동구 용운동,2022C98
331,최지우,남,1962.1.12,유,유,무,부상,중앙선 침범,2022.4.16,91,대덕구 오정동,2022D49
332,노선우,여,1989.3.4,유,유,무,부상,신호위반,2022.11.28,100,대덕구 회덕동,2022K99
333,이서준,남,1981.6.19,유,유,유,사망,음주운전,2022.8.1,135,서구 만년동,2022H72
334,성주호,남,2002.7.10,유,유,무,부상,신호위반,2022.4.3,112,서구 만년동,2022D14
335,곽시우,남,1985.9.8,유,유,무,부상,중앙선 침범,2022.4.15,120,대덕구 법동,2022D46
336,노지호,남,1965.11.29,유,유,유,부상,음주운전,2022.11.28,91,중구 오류동,2022K77
337,육서진,남,1991.5.31,유,유,무,부상,신호위반,2022.3.10,110,동구 자양동,2022C68
338,최지호,남,1964.4.6,유,유,유,사망,음주운전,2022.12.16,107,유성구 전민동,2022L43
339,한지민,남,1994.1.12,유,유,무,부상,신호위반,2022.5.13,106,대덕구 석봉동,2022Z34
340,한서윤,남,1998.5.15,유,유,무,부상,중앙선 침범,2022.7.26,98,서구 월평동,2022G77
341,성윤서,남,2002.7.3,유,유,무,사망,신호위반,2022.5.31,139,서구 도마동,2022Z96
342,육도윤,남,1997.10.1,유,유,무,사망,과속,2022.11.7,133,유성구 관평동,2022K86
343,김하준,여,1988.8.28,유,유,유,부상,음주운전,2022.4.15,123,유성구 노은동,2022D40
344,정시우,여,1975.4.20,유,유,무,부상,중앙선 침범,2022.1.11,128,동구 자양동,2022A28
345,조연우,여,1960.7.5,유,유,유,부상,음주운전,2022.7.30,118,대덕구 송촌동,2022G1
346,유채원,남,2000.5.12,유,유,무,부상,중앙선 침범,2022.8.24,125,서구 둔상동,2022H33
347,곽예준,여,1978.2.25,유,유,유,사망,음주운전,2022.1.4,98,서구 만년동,2022A50
348,노주호,남,1977.6.11,유,유,무,부상,중앙선 침범,2022.3.13,108,중구 오류동,2022C66
349,한지안,여,1967.1.1,유,유,무,부상,중앙선 침범,2022.4.15,103,중구 은행선화동,2022D66
350,유채은,여,1979.12.11,유,유,무,부상,과속,2022.10.4,115,동구 자양동,2022J30
351,이준서,남,1975.5.6,유,유,무,사망,과속,2022.6.23,117,서구 만년동,2022F43
352,최선우,남,1988.1.23,유,유,무,부상,신호위반,2022.7.24,97,서구 월평동,2022G75
353,김준서,여,2002.4.17,유,유,무,부상,중앙선 침범,2022.3.23,114,동구 용운동,2022C59
354,성채원,남,1965.9.14,유,유,유,부상,음주운전,2022.8.17,128,대덕구 송촌동,2022H86
355,황도윤,여,1968.4.5,유,유,무,사망,과속,2022.8.26,131,동구 용운동,2022H43
356,조지안,여,1993.3.10,유,유,무,사망,신호위반,2022.4.18,139,유성구 신성동,2022D92
357,황주호,남,1978.7.3,유,유,무,부상,신호위반,2022.6.24,117,대덕구 회덕동,2022F27
358,이지원,남,1960.1.24,유,유,무,부상,중앙선 침범,2022.11.10,117,중구 대사동,2022K84
359,한민서,남,2001.8.17,유,유,무,부상,신호위반,2022.10.25,118,대덕구 석봉동,2022J62
360,성하준,남,1985.11.22,유,유,유,사망,음주운전,2022.3.13,134,대덕구 석봉동,2022C94
361,정서현,남,1965.10.28,유,유,무,부상,중앙선 침범,2022.6.18,103,대덕구 법동,2022F32
362,노채은,여,1980.2.9,유,유,무,사망,신호위반,2022.8.22,138,서구 월평동,2022H96
363,노연우,여,1969.7.8,유,유,무,부상,중앙선 침범,2022.3.17,101,유성구 진잠동,2022C80
364,박준서,여,1964.2.13,유,유,무,사망,중앙선 침범,2022.6.22,134,서구 둔상동,2022F51
365,최하은,남,2001.3.21,유,유,무,사망,중앙선 침범,2022.9.11,132,대덕구 법동,2022I99
366,최지안,남,1979.7.29,유,유,유,부상,음주운전,2022.5.3,102,동구 효동,2022Z26
367,장시우,여,1967.11.3,유,유,무,부상,과속,2022.1.20,106,동구 삼성동,2022A80
368,박연우,여,1969.3.20,유,유,무,사망,과속,2022.9.12,136,대덕구 석봉동,2022I28
369,노연우,남,1962.6.11,유,유,무,부상,과속,2022.12.10,108,중구 은행선화동,2022L22
370,조지안,여,1973.11.3,유,유,무,부상,신호위반,2022.10.21,119,유성구 전민동,2022J53
371,노시우,남,1989.6.21,유,유,유,부상,음주운전,2022.2.21,122,유성구 전민동,2022B76
372,황지우,여,1996.2.27,유,유,무,사망,과속,2022.1.13,130,대덕구 송촌동,2022A59
373,김지우,남,1980.12.7,유,유,유,부상,음주운전,2022.10.6,90,서구 갈마동,2022J18
374,김지호,남,1991.9.29,유,유,무,사망,중앙선 침범,2022.5.16,135,유성구 노은동,2022Z24
375,조윤서,남,1996.6.30,유,유,유,부상,음주운전,2022.11.1,114,유성구 신성동,2022K29
376,조하윤,여,1969.4.10,유,유,무,사망,과속,2022.6.10,135,동구 삼성동,2022F61
377,성서윤,여,1968.9.26,유,유,유,부상,음주운전,2022.4.8,119,대덕구 회덕동,2022D41
378,성하은,여,1961.9.16,유,유,무,부상,중앙선 침범,2022.10.13,91,유성구 진잠동,2022J51
379,최채원,여,2000.8.2,유,유,무,부상,중앙선 침범,2022.8.22,92,대덕구 오정동,2022H50
380,곽서연,여,2000.6.7,유,유,무,사망,중앙선 침범,2022.1.29,139,서구 월평동,2022A62
381,이하준,여,1993.6.17,유,유,유,부상,음주운전,2022.2.11,111,대덕구 법동,2022B80
382,김도윤,여,1967.10.17,유,유,무,부상,중앙선 침범,2022.7.22,104,서구 만년동,2022G58
383,곽주호,남,1989.4.28,유,유,유,사망,음주운전,2022.6.8,139,중구 대사동,2022F49
384,한민준,남,1960.3.1,유,유,유,부상,음주운전,2022.4.16,108,중구 목동,2022D72
385,정주호,여,1976.11.3,유,유,무,부상,과속,2022.9.1,108,서구 갈마동,2022I9
386,육서윤,여,1968.2.20,유,유,무,부상,과속,2022.10.7,124,중구 대사동,2022J21
387,곽주원,여,1973.3.15,유,유,무,부상,중앙선 침범,2022.3.13,95,서구 만년동,2022C58
388,정지후,여,1977.5.23,유,유,무,부상,과속,2022.9.1,108,중구 대사동,2022I82
389,한지후,남,1983.8.30,유,유,무,부상,신호위반,2022.4.30,90,동구 효동,2022D47
390,성지후,남,1961.12.18,유,유,유,부상,음주운전,2022.10.19,106,유성구 노은동,2022J99
391,정하은,여,1973.12.10,유,유,유,부상,음주운전,2022.1.31,113,동구 용운동,2022A93
392,유지호,남,1996.4.2,유,유,유,부상,음주운전,2022.5.13,93,서구 둔상동,2022Z58
393,곽채은,남,2001.7.20,유,유,무,부상,신호위반,2022.9.4,118,대덕구 송촌동,2022I73
394,유민준,남,1978.2.10,유,유,무,사망,신호위반,2022.9.12,130,대덕구 오정동,2022I69
395,최서진,남,1962.7.11,유,유,무,부상,과속,2022.4.8,104,중구 목동,2022D13
396,육민서,남,1985.5.23,유,유,무,사망,중앙선 침범,2022.8.26,135,중구 오류동,2022H98
397,한하윤,남,1990.5.9,유,유,무,부상,과속,2022.12.11,100,중구 대흥동,2022L92
398,김선우,여,1976.6.21,유,유,무,사망,중앙선 침범,2022.7.17,136,서구 월평동,2022G87
399,유서준,여,1966.4.21,유,유,무,부상,신호위반,2022.11.23,95,대덕구 법동,2022K54
400,김민준,여,1987.1.16,유,유,무,사망,중앙선 침범,2022.2.6,139,중구 목동,2022B45
401,박서진,남,1987.6.3,유,유,무,부상,과속,2022.5.12,126,동구 용운동,2022Z9
402,육지원,여,1985.1.17,유,유,무,부상,과속,2022.5.8,126,동구 용운동,2022Z16
403,박주원,여,1960.2.11,유,유,무,사망,신호위반,2022.1.19,136,대덕구 오정동,2022A63
404,성하준,남,1979.4.9,유,유,무,부상,과속,2022.3.28,120,대덕구 송촌동,2022C26
405,성하윤,남,1992.7.19,유,유,무,부상,중앙선 침범,2022.8.3,108,유성구 관평동,2022H72
406,노선우,여,1989.1.1,유,유,무,부상,신호위반,2022.5.14,105,중구 대흥동,2022Z29
407,한주원,여,1984.4.11,유,유,무,부상,과속,2022.9.3,117,대덕구 석봉동,2022I5
408,황채은,여,1977.8.10,유,유,무,부상,신호위반,2022.10.26,117,서구 도마동,2022J11
409,한서진,남,1993.7.7,유,유,무,부상,중앙선 침범,2022.1.13,103,대덕구 오정동,2022A76
410,정민서,여,1968.7.21,유,유,무,사망,과속,2022.8.6,131,유성구 전민동,2022H81
411,노하준,여,1974.9.30,유,유,무,부상,중앙선 침범,2022.9.13,95,중구 대흥동,2022I93
412,장채은,남,1971.2.4,유,유,유,부상,음주운전,2022.1.16,110,대덕구 회덕동,2022A23
413,노채원,여,1994.5.21,유,유,무,부상,중앙선 침범,2022.8.22,124,동구 삼성동,2022H28
414,장시우,남,1971.7.14,유,유,유,사망,음주운전,2022.1.31,134,서구 만년동,2022A78
415,육연우,여,1960.2.30,유,유,무,사망,신호위반,2022.7.30,131,서구 둔상동,2022G63
416,곽수정,남,1976.10.31,유,유,무,부상,중앙선 침범,2022.11.13,113,중구 목동,2022K17
417,유윤서,여,1975.9.4,유,유,유,부상,음주운전,2022.8.17,97,동구 자양동,2022H95
418,곽민준,여,1982.3.16,유,유,무,부상,신호위반,2022.5.6,112,중구 대흥동,2022Z8
419,한주호,남,1978.12.6,유,유,무,부상,중앙선 침범,2022.10.25,106,대덕구 오정동,2022J88
420,이도윤,여,2001.7.8,유,유,유,부상,음주운전,2022.7.31,114,중구 대사동,2022G35
421,성민준,남,1961.8.13,유,유,무,부상,신호위반,2022.2.23,91,동구 신인동,2022B78
422,노서준,남,1989.9.29,유,유,무,부상,중앙선 침범,2022.10.25,126,서구 도마동,2022J64
423,박서윤,남,1981.3.26,유,유,무,사망,과속,2022.5.16,123,중구 은행선화동,2022Z93
424,장서현,남,1991.9.9,유,유,무,부상,과속,2022.12.15,121,중구 대흥동,2022L83
425,황하은,남,1992.1.12,유,유,무,사망,과속,2022.11.3,131,중구 오류동,2022K6
426,박도윤,여,1982.2.24,유,유,무,부상,중앙선 침범,2022.7.10,125,동구 삼성동,2022G59
427,장도윤,남,1985.5.18,유,유,유,부상,음주운전,2022.6.16,114,대덕구 법동,2022F39
428,이서준,여,2001.1.27,유,유,유,부상,음주운전,2022.9.29,111,중구 오류동,2022I43
429,황도윤,여,1998.11.23,유,유,무,부상,신호위반,2022.4.14,112,서구 만년동,2022D57
430,장서현,여,1999.8.7,유,유,유,부상,음주운전,2022.8.2,129,유성구 진잠동,2022H85
431,한예준,여,1989.8.13,유,유,유,사망,음주운전,2022.5.13,135,서구 도마동,2022Z13
432,조준서,여,1980.7.20,유,유,유,부상,음주운전,2022.9.15,109,동구 용운동,2022I7
433,김서연,여,1987.10.26,유,유,무,사망,신호위반,2022.4.12,130,대덕구 석봉동,2022D76
434,육지안,남,1986.11.18,유,유,유,부상,음주운전,2022.11.7,105,대덕구 법동,2022K17
435,박예준,남,1988.7.8,유,유,유,부상,음주운전,2022.11.13,125,유성구 전민동,2022K13
436,이준서,여,1962.3.30,유,유,무,사망,중앙선 침범,2022.11.17,111,서구 월평동,2022K18
437,성서연,여,1994.1.2,유,유,무,부상,중앙선 침범,2022.2.8,108,동구 용운동,2022B18
438,최민준,여,1985.5.12,유,유,유,부상,음주운전,2022.4.25,96,대덕구 회덕동,2022D46
439,노민서,여,1985.8.25,유,유,무,부상,신호위반,2022.1.22,121,중구 오류동,2022A67
440,정준서,여,1976.9.21,유,유,무,사망,신호위반,2022.6.17,131,중구 은행선화동,2022F59
441,노서연,여,1974.10.22,유,유,무,부상,신호위반,2022.1.22,116,유성구 관평동,2022A11
442,최민준,남,1985.6.12,유,유,무,사망,과속,2022.2.8,134,서구 도마동,2022B44
443,황연우,남,1986.5.16,유,유,유,부상,음주운전,2022.1.22,92,중구 오류동,2022A27
444,이민준,남,1989.12.13,유,유,무,부상,신호위반,2022.6.28,93,유성구 노은동,2022F55
445,박지안,남,1962.3.21,유,유,무,부상,중앙선 침범,2022.2.14,104,대덕구 오정동,2022B65
446,최연우,남,1984.5.25,유,유,무,부상,과속,2022.9.25,108,유성구 관평동,2022I84
447,조윤서,남,1997.4.6,유,유,무,부상,중앙선 침범,2022.12.28,112,대덕구 석봉동,2022L2
448,곽준서,남,1997.5.24,유,유,무,부상,과속,2022.10.12,99,유성구 신성동,2022J7
449,조서연,남,2000.6.27,유,유,유,부상,음주운전,2022.11.28,99,동구 효동,2022K7
450,김윤서,여,1978.9.6,유,유,유,부상,음주운전,2022.1.13,119,서구 도마동,2022A80
451,정하은,여,1981.6.7,유,유,무,부상,중앙선 침범,2022.10.28,101,서구 월평동,2022J93
452,성서윤,남,1996.8.26,유,유,무,사망,중앙선 침범,2022.3.30,136,서구 갈마동,2022C23
453,이민준,남,1990.7.26,유,유,무,부상,중앙선 침범,2022.4.2,115,동구 삼성동,2022D50
454,곽윤서,남,1997.7.22,유,유,무,부상,신호위반,2022.8.4,122,대덕구 송촌동,2022H41
455,곽지후,남,1968.12.25,유,유,무,부상,과속,2022.2.22,114,대덕구 오정동,2022B61
456,황서윤,여,1980.8.9,유,유,유,부상,음주운전,2022.9.27,100,서구 만년동,2022I88
457,장주호,여,1970.7.10,유,유,무,부상,신호위반,2022.6.14,94,대덕구 송촌동,2022F89
458,최지후,여,1988.8.19,유,유,무,부상,중앙선 침범,2022.1.13,92,서구 둔상동,2022A58
459,육채원,여,1960.7.21,유,유,무,부상,중앙선 침범,2022.1.18,92,동구 삼성동,2022A40
460,성예준,여,1982.9.29,유,유,무,부상,과속,2022.3.25,91,대덕구 법동,2022C75
461,성지민,여,1989.6.16,유,유,무,부상,과속,2022.6.7,101,대덕구 법동,2022F18
462,최주호,남,1970.4.16,유,유,무,부상,중앙선 침범,2022.1.16,112,중구 대흥동,2022A98
463,조지안,여,1986.9.28,유,유,무,부상,신호위반,2022.10.17,106,서구 월평동,2022J49
464,유지호,여,2000.3.31,유,유,무,부상,신호위반,2022.12.28,99,대덕구 법동,2022L82
465,장준우,남,2000.10.23,유,유,무,부상,과속,2022.4.10,95,중구 오류동,2022D72
466,정수정,남,1985.11.2,유,유,유,부상,음주운전,2022.12.3,129,중구 대흥동,2022L76
467,박준우,남,1960.3.16,유,유,무,부상,과속,2022.2.4,126,중구 대흥동,2022B31
468,노민준,남,1971.9.6,유,유,무,사망,과속,2022.11.29,103,중구 은행선화동,2022K52
469,김지후,여,1998.3.8,유,유,무,부상,중앙선 침범,2022.2.24,120,유성구 전민동,2022B28
470,육서연,남,1975.1.12,유,유,무,부상,신호위반,2022.4.4,94,대덕구 오정동,2022D80
471,최채은,여,1988.10.4,유,유,무,사망,신호위반,2022.12.12,133,서구 월평동,2022L30
472,황예준,남,1978.9.27,유,유,무,부상,과속,2022.6.18,104,중구 목동,2022F79
473,박지우,여,1996.10.26,유,유,무,부상,신호위반,2022.5.14,106,유성구 신성동,2022Z96
474,황지후,여,1982.8.31,유,유,무,부상,과속,2022.12.11,103,서구 둔상동,2022L96
475,장주호,여,1982.11.29,유,유,무,부상,과속,2022.4.2,124,유성구 진잠동,2022D27
476,이하윤,여,1972.11.25,유,유,무,사망,중앙선 침범,2022.4.9,138,대덕구 회덕동,2022D82
477,한민서,남,1983.12.6,유,유,무,사망,중앙선 침범,2022.8.3,131,대덕구 석봉동,2022H65
478,한지호,여,1980.12.20,유,유,무,부상,중앙선 침범,2022.9.17,109,동구 신인동,2022I26
479,박주원,남,1998.4.8,유,유,유,사망,음주운전,2022.6.11,138,중구 대사동,2022F10
480,박채은,여,1973.3.10,유,유,무,부상,과속,2022.4.21,96,중구 목동,2022D57
481,정하윤,여,1960.7.17,유,유,무,부상,신호위반,2022.2.11,110,유성구 진잠동,2022B34
482,유서연,남,1998.3.15,유,유,무,부상,중앙선 침범,2022.1.5,128,중구 은행선화동,2022A3
483,성서윤,남,1984.5.17,유,유,무,사망,신호위반,2022.2.5,133,중구 은행선화동,2022B61
484,육서준,남,1966.9.10,유,유,유,부상,음주운전,2022.3.7,112,중구 대흥동,2022C78
485,박선우,남,1973.2.2,유,유,무,부상,중앙선 침범,2022.12.22,121,동구 용운동,2022L77
486,최도윤,남,1969.5.13,유,유,무,부상,신호위반,2022.6.22,117,중구 대사동,2022F79
487,한하은,여,1986.9.10,유,유,무,부상,과속,2022.4.18,94,대덕구 법동,2022D9
488,성지안,여,1966.5.29,유,유,무,부상,과속,2022.7.15,106,서구 도마동,2022G51
489,곽도윤,남,1993.6.30,유,유,유,부상,음주운전,2022.4.17,116,동구 효동,2022D68
490,유준우,남,1964.5.19,유,유,무,부상,중앙선 침범,2022.1.29,114,대덕구 석봉동,2022A67
491,정선우,여,1969.3.13,유,유,무,부상,과속,2022.5.27,109,동구 용운동,2022Z27
492,노지후,남,1987.4.13,유,유,유,부상,음주운전,2022.5.24,93,중구 목동,2022Z74
493,정서준,남,1981.8.11,유,유,무,부상,과속,2022.3.16,99,서구 월평동,2022C89
494,정지민,여,2000.2.23,유,유,무,부상,과속,2022.6.18,120,동구 효동,2022F76
495,최준서,여,1975.2.17,유,유,유,부상,음주운전,2022.2.22,92,중구 대흥동,2022B23
496,이지호,여,1989.11.31,유,유,유,사망,음주운전,2022.9.11,136,서구 갈마동,2022I83
497,최서윤,남,2001.5.27,유,유,유,부상,음주운전,2022.5.25,126,유성구 노은동,2022Z53
498,육서현,여,1976.7.23,유,유,무,부상,신호위반,2022.2.22,103,동구 자양동,2022B40
499,황민서,남,1971.10.6,유,유,무,사망,중앙선 침범,2022.11.20,137,대덕구 석봉동,2022K98
500,최서윤,남,1985.4.5,유,유,무,부상,신호위반,2022.2.8,90,유성구 전민동,2022B86
501,유하준,여,1961.11.7,유,유,무,부상,과속,2022.1.28,121,중구 목동,2022A1
502,김하윤,남,1980.7.2,유,유,무,부상,과속,2022.8.11,123,서구 둔상동,2022H11
503,이서준,여,1990.5.27,유,유,유,사망,음주운전,2022.9.20,139,유성구 신성동,2022I30
504,조연우,남,1981.2.2,유,유,유,부상,음주운전,2022.4.28,98,중구 목동,2022D35
505,한서윤,여,1970.9.21,유,유,무,부상,중앙선 침범,2022.2.20,126,동구 삼성동,2022B81
506,이하준,남,1998.6.29,유,유,무,부상,신호위반,2022.2.3,93,중구 대사동,2022B72
507,박민서,남,1973.7.1,유,유,무,부상,중앙선 침범,2022.8.29,97,유성구 진잠동,2022H20
508,박수정,여,1984.1.25,유,유,유,부상,음주운전,2022.2.25,127,중구 목동,2022B4
509,한윤서,남,1983.11.8,유,유,무,부상,과속,2022.5.11,108,대덕구 송촌동,2022Z39
510,이서준,남,1988.8.10,유,유,무,부상,신호위반,2022.9.23,92,대덕구 법동,2022I35
511,유지민,여,1992.1.21,유,유,무,사망,신호위반,2022.8.15,104,중구 대사동,2022H45
512,육서연,여,1962.6.26,유,유,유,부상,음주운전,2022.7.8,90,중구 목동,2022G85
513,한지안,남,1974.12.3,유,유,무,부상,중앙선 침범,2022.11.17,120,중구 목동,2022K69
514,장하준,여,1972.6.31,유,유,유,부상,음주운전,2022.7.4,92,중구 대흥동,2022G18
515,이지우,남,1973.2.26,유,유,무,부상,신호위반,2022.12.26,96,유성구 노은동,2022L18
516,이서진,여,1973.12.10,유,유,무,부상,신호위반,2022.10.14,105,대덕구 회덕동,2022J59
517,김지유,여,1982.2.10,유,유,무,부상,과속,2022.7.16,102,대덕구 석봉동,2022G4
518,이서연,남,1974.5.10,유,유,유,부상,음주운전,2022.2.27,98,대덕구 법동,2022B59
519,장윤서,남,1960.12.26,유,유,유,부상,음주운전,2022.1.27,99,동구 신인동,2022A91
520,박예준,여,1962.10.25,유,유,무,부상,과속,2022.4.29,91,중구 목동,2022D23
521,한지원,남,1984.1.18,유,유,무,사망,과속,2022.1.3,107,동구 용운동,2022A88
522,박서준,남,1969.4.19,유,유,무,부상,중앙선 침범,2022.8.3,110,중구 대흥동,2022H37
523,박지호,여,1975.4.9,유,유,무,사망,중앙선 침범,2022.4.6,98,서구 월평동,2022D34
524,노지후,여,1960.1.25,유,유,유,사망,음주운전,2022.6.18,116,서구 갈마동,2022F1
525,한주원,남,1974.3.8,유,유,무,사망,과속,2022.2.29,136,동구 용운동,2022B50
526,김시우,남,2000.3.15,유,유,무,사망,중앙선 침범,2022.2.11,138,동구 삼성동,2022B81
527,이민서,여,1963.9.1,유,유,무,사망,중앙선 침범,2022.12.9,139,동구 신인동,2022L25
528,한서연,남,1982.7.11,유,유,무,부상,중앙선 침범,2022.5.27,114,동구 효동,2022Z2
529,이선우,여,1991.6.27,유,유,유,부상,음주운전,2022.5.28,121,유성구 전민동,2022Z29
530,이주호,남,1963.12.6,유,유,유,부상,음주운전,2022.1.21,98,중구 은행선화동,2022A2
531,곽주호,여,1961.9.1,유,유,무,부상,중앙선 침범,2022.8.28,103,중구 대흥동,2022H5
532,조하윤,남,1981.7.10,유,유,유,부상,음주운전,2022.5.22,115,대덕구 송촌동,2022Z63
533,육채원,남,1999.3.28,유,유,무,부상,신호위반,2022.8.27,105,동구 삼성동,2022H63
534,육지유,남,1968.12.28,유,유,무,부상,중앙선 침범,2022.7.15,100,서구 도마동,2022G38
535,황지원,여,1985.6.30,유,유,무,부상,중앙선 침범,2022.2.25,101,중구 은행선화동,2022B39
536,한민준,남,2002.12.20,유,유,무,부상,과속,2022.6.2,115,동구 신인동,2022F87
537,조서연,여,1974.2.1,유,유,유,부상,음주운전,2022.9.21,90,유성구 노은동,2022I65
