교통사고 당사자 번호,이름,성별,생년월일,면허유무,안전벨트 유무,음주 여부,부상/사망 여부,교통사고 종류,교통사고 날짜,사고직전 속도,사고 발생지,대전시 사고 관리 번호
592,곽채은,여,1974.5.9,유,유,무,부상,과속,2022.4.13,111,중구 은행선화동,2022D26
407,이민준,여,1961.1.18,유,유,무,사망,중앙선 침범,2022.4.20,137,유성구 관평동,2022D28
100,김서진,남,1992.6.17,유,유,무,부상,중앙선 침범,2022.4.4,101,대덕구 오정동,2022D29
446,김서진,남,1973.7.11,유,유,무,부상,중앙선 침범,2022.4.4,93,대덕구 오정동,2022D29
679,최하은,남,1968.3.9,유,유,무,부상,중앙선 침범,2022.4.4,90,대덕구 오정동,2022D29
81,유시우,여,1997.2.28,유,유,무,부상,중앙선 침범,2022.4.6,109,중구 은행선화동,2022D3
524,유지호,남,1981.11.28,유,유,무,사망,신호위반,2022.4.19,133,대덕구 오정동,2022D30
249,박수정,남,1994.8.1,유,유,무,사망,과속,2022.4.9,117,유성구 노은동,2022D31
720,박주호,여,1997.9.10,유,유,무,사망,과속,2022.4.9,133,유성구 노은동,2022D31
353,정준우,남,2002.7.17,유,유,무,부상,신호위반,2022.4.24,90,유성구 관평동,2022D32
692,박수정,여,1968.7.28,유,유,무,부상,중앙선 침범,2022.4.30,104,중구 오류동,2022D37
514,조서연,남,1981.5.12,유,유,무,부상,과속,2022.4.6,108,동구 신인동,2022D4
472,김지민,여,1977.2.22,유,유,유,부상,음주운전,2022.4.14,125,서구 월평동,2022D42
4,최지원,남,1996.10.9,유,유,무,사망,과속,2022.4.6,137,동구 신인동,2022D44
761,황주원,남,1997.3.30,유,유,무,부상,신호위반,2022.4.2,102,대덕구 송촌동,2022D49
168,유지호,남,1990.6.10,유,유,무,부상,신호위반,2022.4.29,108,대덕구 석봉동,2022D5
707,이서윤,남,1962.10.1,유,유,무,부상,신호위반,2022.4.29,104,대덕구 석봉동,2022D5
282,노지후,여,1978.2.19,유,유,유,부상,음주운전,2022.4.6,129,서구 월평동,2022D51
465,성준서,남,1964.1.27,유,유,유,부상,음주운전,2022.4.6,103,서구 월평동,2022D51
527,황지유,여,1993.3.8,유,유,무,부상,신호위반,2022.4.17,106,유성구 진잠동,2022D53
218,육시우,남,1976.4.6,유,유,유,부상,음주운전,2022.4.26,112,유성구 신성동,2022D55
688,황민준,남,1988.11.12,유,유,유,부상,음주운전,2022.4.26,97,유성구 신성동,2022D55
944,최지호,남,1961.7.2,유,유,무,부상,음주운전,2022.4.26,100,유성구 신성동,2022D55
544,최지후,남,1983.3.1,유,유,무,부상,중앙선 침범,2022.4.15,98,서구 둔상동,2022D57
900,곽지후,남,1987.8.11,유,유,무,부상,중앙선 침범,2022.4.15,117,서구 둔상동,2022D57
136,한지우,여,1963.8.4,유,유,무,사망,신호위반,2022.4.29,131,대덕구 석봉동,2022D58
700,한서윤,여,1972.7.26,유,유,무,사망,신호위반,2022.4.29,91,대덕구 석봉동,2022D58
767,유하은,남,1991.7.31,유,유,무,부상,신호위반,2022.4.29,118,대덕구 석봉동,2022D58
664,이주호,여,1973.1.6,유,유,무,부상,과속,2022.4.28,101,서구 도마동,2022D59
101,노선우,여,1984.11.16,유,유,유,사망,중앙선 침범,2022.4.15,92,동구 신인동,2022D6
142,곽시우,남,1984.3.18,유,유,유,부상,중앙선 침범,2022.4.15,91,동구 신인동,2022D6
214,조서진,남,1969.1.1,유,유,무,부상,중앙선 침범,2022.4.28,129,유성구 노은동,2022D60
12,장주호,여,1965.9.6,유,유,무,부상,중앙선 침범,2022.4.15,105,동구 신인동,2022D63
19,김지원,남,1999.6.26,유,유,유,부상,중앙선 침범,2022.4.15,101,동구 신인동,2022D63
736,곽채원,여,1995.9.26,유,유,유,사망,중앙선 침범,2022.4.15,130,동구 신인동,2022D63
843,황지원,남,2000.9.31,유,유,유,부상,중앙선 침범,2022.4.15,116,동구 신인동,2022D63
579,최지유,남,1996.9.27,유,유,유,부상,음주운전,2022.4.7,122,대덕구 석봉동,2022D64
406,정하준,남,1986.6.17,유,유,무,부상,신호위반,2022.4.19,107,유성구 신성동,2022D65
829,노지민,남,1966.11.12,유,유,무,부상,중앙선 침범,2022.4.30,117,동구 효동,2022D69
973,성하준,여,1986.10.15,유,유,무,사망,과속,2022.4.31,98,서구 만년동,2022D7
219,황하은,남,1991.5.12,유,유,무,부상,과속,2022.4.22,94,대덕구 석봉동,2022D70
566,육선우,여,1964.5.20,유,유,무,부상,과속,2022.4.22,121,대덕구 석봉동,2022D70
113,성도윤,남,1967.3.8,유,유,유,부상,음주운전,2022.4.5,117,유성구 관평동,2022D73
577,장민서,여,1963.5.20,유,유,무,부상,음주운전,2022.4.5,112,유성구 관평동,2022D73
39,장지우,여,1990.5.6,유,유,무,부상,과속,2022.4.31,95,서구 만년동,2022D74
360,조주원,남,1965.10.26,유,유,무,부상,과속,2022.4.31,127,서구 만년동,2022D74
580,박선우,여,1995.10.11,유,유,무,부상,과속,2022.4.3,125,중구 은행선화동,2022D75
437,박예준,여,1991.7.20,유,유,무,사망,과속,2022.4.15,130,동구 자양동,2022D76
772,황지민,여,1992.8.21,유,유,무,부상,과속,2022.4.15,105,동구 자양동,2022D76
272,이서현,남,1999.9.22,유,유,무,부상,중앙선 침범,2022.4.1,102,중구 대사동,2022D78
216,조주호,남,1969.8.4,유,유,유,부상,음주운전,2022.4.7,107,유성구 노은동,2022D79
779,성주원,남,1960.7.3,유,유,무,부상,중앙선 침범,2022.4.26,114,동구 삼성동,2022D81
1000,한선우,여,1963.4.13,유,유,무,부상,과속,2022.4.30,97,대덕구 석봉동,2022D82
497,정지유,남,1976.5.29,유,유,무,사망,과속,2022.4.9,130,동구 효동,2022D84
125,성하은,여,1996.1.2,유,유,무,사망,중앙선 침범,2022.4.2,131,동구 삼성동,2022D87
78,장채은,남,1967.9.17,유,유,유,부상,음주운전,2022.4.1,103,동구 용운동,2022D89
207,곽주호,남,1991.12.28,유,유,무,부상,음주운전,2022.4.1,105,동구 용운동,2022D89
367,조서준,남,1973.10.24,유,유,무,사망,음주운전,2022.4.1,120,동구 용운동,2022D89
831,곽하윤,남,1975.2.26,유,유,무,부상,음주운전,2022.4.4,91,유성구 관평동,2022D9
570,김선우,여,1991.7.28,유,유,무,사망,신호위반,2022.4.3,138,유성구 진잠동,2022D90
201,육지유,여,1983.1.27,유,유,유,부상,음주운전,2022.4.20,111,유성구 신성동,2022D91
148,최주호,남,1990.11.26,유,유,유,부상,음주운전,2022.4.4,114,유성구 관평동,2022D92
354,유지후,남,1979.1.5,유,유,무,부상,과속,2022.4.9,120,대덕구 회덕동,2022D93
988,최지안,여,1980.2.19,유,유,유,부상,음주운전,2022.4.2,117,대덕구 석봉동,2022D96
725,유지민,여,2001.9.14,유,유,무,부상,과속,2022.4.22,117,유성구 관평동,2022D97
150,황주원,여,1979.2.16,유,유,무,부상,중앙선 침범,2022.4.28,105,대덕구 송촌동,2022D99
31,노서진,여,1982.8.5,유,유,유,부상,음주운전,2022.6.15,110,중구 대사동,2022F1
545,최하윤,여,1987.8.20,유,유,무,사망,음주운전,2022.6.15,136,중구 대사동,2022F1
416,한지후,여,1980.7.19,유,유,무,부상,과속,2022.6.13,119,동구 신인동,2022F12
555,이연우,남,1985.11.24,유,유,무,사망,과속,2022.6.13,104,동구 신인동,2022F12
914,장하윤,여,1967.1.17,유,유,무,부상,과속,2022.6.8,90,유성구 노은동,2022F13
899,황예준,남,2002.7.27,유,유,무,부상,중앙선 침범,2022.6.6,126,서구 월평동,2022F15
204,김준서,여,1963.4.24,유,유,무,부상,신호위반,2022.6.7,104,서구 도마동,2022F18
474,한민준,여,1997.12.15,유,유,무,부상,신호위반,2022.6.7,104,서구 도마동,2022F18
632,조지원,남,1966.1.14,유,유,무,부상,신호위반,2022.6.18,102,동구 삼성동,2022F2
167,육지호,남,1977.3.30,유,유,무,사망,신호위반,2022.6.18,130,동구 삼성동,2022F23
663,박준서,남,2001.1.25,유,유,무,사망,신호위반,2022.6.18,136,동구 삼성동,2022F23
619,박주원,남,1969.8.7,유,유,무,사망,중앙선 침범,2022.6.4,137,유성구 진잠동,2022F25
400,최지호,여,1975.8.20,유,유,유,부상,음주운전,2022.6.10,93,유성구 노은동,2022F28
534,한준서,남,1996.1.1,유,유,무,부상,신호위반,2022.6.11,122,유성구 관평동,2022F3
44,황주호,남,1974.10.15,유,유,무,사망,신호위반,2022.6.11,137,유성구 관평동,2022F30
746,성시우,남,1962.2.18,유,유,무,사망,신호위반,2022.6.11,136,유성구 관평동,2022F30
810,유민준,여,1982.10.18,유,유,무,부상,신호위반,2022.6.11,98,유성구 관평동,2022F30
58,박지민,남,1973.3.2,유,유,유,부상,음주운전,2022.6.23,95,중구 대사동,2022F31
129,곽윤서,남,2000.6.27,유,유,무,부상,음주운전,2022.6.23,122,중구 대사동,2022F31
634,김주원,남,1976.4.20,유,유,유,부상,음주운전,2022.6.17,107,동구 삼성동,2022F32
460,성지유,여,1986.1.19,유,유,유,부상,음주운전,2022.6.1,90,서구 만년동,2022F34
139,정서준,남,1960.11.8,유,유,무,사망,과속,2022.6.31,139,대덕구 석봉동,2022F35
702,육서연,남,1980.12.5,유,유,무,부상,과속,2022.6.31,129,대덕구 석봉동,2022F35
116,육채은,여,1966.10.24,유,유,무,부상,과속,2022.6.9,90,동구 삼성동,2022F37
926,곽민준,남,1987.10.3,유,유,무,부상,중앙선 침범,2022.6.28,92,서구 갈마동,2022F39
1,유선우,남,1961.8.26,유,유,무,부상,과속,2022.6.19,125,유성구 신성동,2022F4
668,한시우,남,1970.9.2,유,유,유,사망,과속,2022.6.19,116,유성구 신성동,2022F4
757,최수정,남,2002.5.10,유,유,유,부상,과속,2022.6.19,118,유성구 신성동,2022F4
903,박민서,여,1997.7.9,유,유,무,부상,중앙선 침범,2022.6.9,107,동구 자양동,2022F40
940,성윤서,남,1962.8.16,유,유,무,사망,신호위반,2022.6.11,133,서구 도마동,2022F41
135,황주호,남,1970.7.16,유,유,무,부상,중앙선 침범,2022.6.17,96,서구 월평동,2022F42
739,유채원,남,1988.3.8,유,유,유,부상,중앙선 침범,2022.6.17,122,서구 월평동,2022F42
743,노하은,남,1979.5.21,유,유,무,사망,중앙선 침범,2022.6.22,107,중구 오류동,2022F44
500,황지우,여,1965.4.3,유,유,무,사망,과속,2022.6.26,133,대덕구 회덕동,2022F46
105,성지민,여,1987.9.15,유,유,유,부상,음주운전,2022.6.2,102,대덕구 법동,2022F47
338,육채은,남,1998.1.7,유,유,유,부상,음주운전,2022.6.22,115,동구 신인동,2022F48
963,최민준,여,2002.9.13,유,유,무,부상,신호위반,2022.6.4,100,서구 둔상동,2022F49
51,장지민,여,1980.5.21,유,유,유,부상,음주운전,2022.6.24,95,서구 만년동,2022F5
423,최윤서,여,1996.5.13,유,유,유,사망,음주운전,2022.6.19,122,서구 갈마동,2022F50
657,곽주원,남,1976.6.15,유,유,유,부상,음주운전,2022.6.19,112,서구 갈마동,2022F50
68,최도윤,남,1980.4.8,유,유,유,사망,음주운전,2022.6.5,98,서구 도마동,2022F54
885,박윤서,남,1979.1.25,유,유,무,사망,음주운전,2022.6.5,132,서구 도마동,2022F54
729,육지민,여,1976.3.16,유,유,무,사망,신호위반,2022.6.16,108,서구 갈마동,2022F55
830,조도윤,여,1963.5.5,유,유,무,부상,신호위반,2022.6.9,124,중구 대흥동,2022F58
911,유도윤,여,1987.9.14,유,유,무,부상,신호위반,2022.6.9,108,중구 대흥동,2022F58
484,정지우,여,1982.9.12,유,유,무,부상,과속,2022.6.6,105,대덕구 법동,2022F61
834,박채은,여,1981.2.30,유,유,유,부상,과속,2022.6.6,93,대덕구 법동,2022F61
422,곽서연,여,1994.12.23,유,유,무,부상,신호위반,2022.6.7,124,중구 은행선화동,2022F63
611,육준우,남,1972.6.17,유,유,무,사망,과속,2022.6.16,103,유성구 전민동,2022F68
62,노주호,남,1984.6.18,유,유,유,부상,음주운전,2022.6.20,107,서구 도마동,2022F69
115,최예준,남,1995.3.5,유,유,무,사망,중앙선 침범,2022.6.30,135,동구 신인동,2022F7
676,노민준,남,1980.12.18,유,유,무,부상,중앙선 침범,2022.6.30,129,동구 신인동,2022F7
14,곽도윤,여,1962.6.13,유,유,무,사망,중앙선 침범,2022.6.30,133,동구 신인동,2022F70
517,김수정,남,1983.8.12,유,유,무,사망,중앙선 침범,2022.6.27,117,유성구 전민동,2022F72
122,유준서,여,1994.2.3,유,유,유,사망,음주운전,2022.6.11,133,동구 자양동,2022F74
452,이하은,여,1962.12.17,유,유,유,사망,음주운전,2022.6.11,101,동구 자양동,2022F74
202,곽준서,남,1984.12.17,유,유,유,사망,음주운전,2022.6.20,136,유성구 신성동,2022F75
203,곽지후,여,1982.4.16,유,유,무,부상,음주운전,2022.6.20,97,유성구 신성동,2022F75
489,최도윤,남,1980.6.19,유,유,무,부상,과속,2022.6.15,112,유성구 관평동,2022F77
967,장준서,여,1981.1.6,유,유,무,부상,신호위반,2022.6.7,105,대덕구 법동,2022F79
987,유선우,여,1993.7.11,유,유,무,사망,신호위반,2022.6.7,137,대덕구 법동,2022F79
554,이민준,남,1987.12.15,유,유,유,부상,음주운전,2022.6.20,127,대덕구 송촌동,2022F80
878,박서현,여,1986.8.2,유,유,무,부상,음주운전,2022.6.20,95,대덕구 송촌동,2022F80
107,박도윤,여,1985.8.13,유,유,유,부상,음주운전,2022.6.13,117,동구 신인동,2022F81
170,박서준,남,1972.6.8,유,유,유,부상,음주운전,2022.6.13,97,동구 신인동,2022F81
318,노하윤,남,1972.5.28,유,유,무,사망,과속,2022.6.12,135,서구 만년동,2022F84
3,김서진,여,1978.6.3,유,유,무,사망,중앙선 침범,2022.6.21,114,대덕구 송촌동,2022F85
192,노서연,여,1994.3.4,유,유,무,사망,중앙선 침범,2022.6.21,96,대덕구 송촌동,2022F85
625,장서진,여,2002.2.15,유,유,유,부상,음주운전,2022.6.5,100,서구 월평동,2022F87
958,성서현,남,1992.1.23,유,유,무,부상,음주운전,2022.6.5,100,서구 월평동,2022F87
247,정채은,남,1996.9.16,유,유,무,사망,중앙선 침범,2022.6.23,134,중구 대사동,2022F88
523,곽지안,여,1967.2.14,유,유,무,사망,중앙선 침범,2022.6.23,134,중구 대사동,2022F88
541,유준서,남,1971.5.4,유,유,무,부상,중앙선 침범,2022.6.17,99,유성구 관평동,2022F89
466,황수정,남,1962.12.1,유,유,무,부상,신호위반,2022.6.31,125,동구 자양동,2022F90
689,조서준,여,1968.8.28,유,유,무,사망,신호위반,2022.6.31,127,동구 자양동,2022F90
912,박선우,남,1972.5.28,유,유,무,부상,신호위반,2022.6.26,109,대덕구 법동,2022F91
990,황서준,남,1983.11.23,유,유,무,부상,신호위반,2022.6.26,127,대덕구 법동,2022F91
774,이주호,남,1993.4.13,유,유,무,부상,과속,2022.6.31,94,유성구 관평동,2022F94
348,최서진,여,1991.10.28,유,유,무,부상,과속,2022.6.9,116,동구 자양동,2022F95
152,황민서,남,1973.7.24,유,유,무,부상,신호위반,2022.6.6,90,대덕구 법동,2022F96
815,조하은,남,1965.11.13,유,유,유,부상,음주운전,2022.6.18,122,대덕구 회덕동,2022F98
23,최주원,여,1983.6.18,유,유,유,부상,음주운전,2022.6.3,126,동구 용운동,2022F99
563,장하은,여,1968.12.16,유,유,무,사망,음주운전,2022.6.3,136,동구 용운동,2022F99
946,육준서,남,1981.6.17,유,유,유,사망,음주운전,2022.6.3,135,동구 용운동,2022F99
147,유민준,여,1979.4.11,유,유,무,부상,신호위반,2022.7.5,123,서구 월평동,2022G1
488,김준우,여,1978.12.3,유,유,무,부상,신호위반,2022.7.20,114,서구 둔상동,2022G10
494,한지호,여,1987.6.5,유,유,무,부상,신호위반,2022.7.20,104,서구 둔상동,2022G10
682,유하윤,여,1978.11.25,유,유,무,사망,중앙선 침범,2022.7.1,133,중구 은행선화동,2022G11
444,이예준,여,1980.2.24,유,유,무,부상,신호위반,2022.7.5,108,유성구 노은동,2022G12
891,황윤서,여,1991.1.17,유,유,무,사망,신호위반,2022.7.5,103,유성구 노은동,2022G12
941,성지우,여,1984.1.27,유,유,무,사망,중앙선 침범,2022.7.14,134,대덕구 법동,2022G14
698,노민준,여,1969.9.3,유,유,무,사망,과속,2022.7.8,132,서구 만년동,2022G15
457,한준우,여,1964.8.5,유,유,무,부상,과속,2022.7.20,109,대덕구 송촌동,2022G18
601,조서연,여,1998.2.15,유,유,유,사망,음주운전,2022.7.3,139,중구 대사동,2022G20
547,장채원,남,2001.12.20,유,유,무,부상,신호위반,2022.7.3,106,중구 오류동,2022G21
210,정채은,여,1992.6.31,유,유,무,사망,과속,2022.7.9,135,동구 신인동,2022G22
273,장서윤,남,1977.9.27,유,유,무,부상,과속,2022.7.28,111,중구 대사동,2022G24
372,김지유,여,1995.7.15,유,유,유,부상,과속,2022.7.28,91,중구 대사동,2022G24
678,정지후,남,1967.9.21,유,유,유,사망,과속,2022.7.28,131,중구 대사동,2022G24
866,성서연,여,1983.9.23,유,유,유,사망,과속,2022.7.28,133,중구 대사동,2022G24
464,이주원,남,1972.4.24,유,유,무,부상,신호위반,2022.7.22,110,유성구 관평동,2022G26
696,곽선우,남,1981.4.27,유,유,무,사망,신호위반,2022.7.22,105,유성구 관평동,2022G26
943,곽채은,남,1998.2.30,유,유,유,사망,음주운전,2022.7.21,99,중구 목동,2022G27
38,육하윤,여,1994.1.15,유,유,무,부상,과속,2022.7.12,91,대덕구 법동,2022G29
33,황민준,남,1978.4.11,유,유,무,부상,과속,2022.7.29,110,중구 은행선화동,2022G3
473,곽지우,여,1971.5.13,유,유,무,부상,과속,2022.7.26,94,서구 월평동,2022G32
717,장하준,남,1982.5.26,유,유,무,사망,과속,2022.7.23,132,대덕구 석봉동,2022G33
638,곽연우,여,2000.4.2,유,유,유,부상,음주운전,2022.7.12,117,동구 삼성동,2022G35
771,장주호,남,1969.12.30,유,유,무,부상,음주운전,2022.7.12,90,동구 삼성동,2022G35
607,최지후,여,2001.3.31,유,유,무,부상,신호위반,2022.7.5,108,서구 둔상동,2022G36
413,조윤서,여,1961.4.30,유,유,유,부상,음주운전,2022.7.28,90,중구 대흥동,2022G37
932,정하은,여,1991.4.20,유,유,무,부상,과속,2022.7.17,114,유성구 전민동,2022G38
966,박준서,여,1968.9.10,유,유,유,부상,음주운전,2022.7.22,129,대덕구 송촌동,2022G39
542,성하은,남,1980.3.4,유,유,무,부상,신호위반,2022.7.9,107,중구 목동,2022G4
583,조하윤,남,1983.11.9,유,유,무,부상,신호위반,2022.7.9,111,중구 목동,2022G4
648,박주원,여,1980.4.31,유,유,무,사망,신호위반,2022.7.9,94,중구 목동,2022G4
306,유주호,남,1982.4.25,유,유,무,부상,과속,2022.7.17,127,유성구 진잠동,2022G41
996,이민서,남,1996.6.3,유,유,유,사망,과속,2022.7.17,94,유성구 진잠동,2022G41
880,박도윤,여,1976.1.10,유,유,무,부상,중앙선 침범,2022.7.27,111,중구 오류동,2022G43
123,한채원,남,1970.11.9,유,유,무,부상,신호위반,2022.7.9,102,중구 목동,2022G44
133,조지후,남,1984.12.3,유,유,무,사망,신호위반,2022.7.9,125,중구 목동,2022G44
916,장채은,여,1991.1.31,유,유,무,사망,과속,2022.7.26,133,유성구 진잠동,2022G45
477,한예준,남,1979.8.21,유,유,무,부상,과속,2022.7.10,124,중구 대사동,2022G47
865,곽수정,남,1961.5.12,유,유,유,부상,음주운전,2022.7.2,111,서구 갈마동,2022G49
42,이채원,남,2000.5.10,유,유,유,사망,음주운전,2022.7.16,139,대덕구 오정동,2022G52
630,정지원,남,1991.10.27,유,유,무,부상,음주운전,2022.7.16,100,대덕구 오정동,2022G52
882,최민서,남,1970.5.25,유,유,무,사망,음주운전,2022.7.16,133,대덕구 오정동,2022G52
919,황채은,여,1966.11.20,유,유,무,부상,음주운전,2022.7.16,99,대덕구 오정동,2022G52
357,노주호,남,1985.9.21,유,유,유,부상,음주운전,2022.7.24,110,동구 자양동,2022G53
693,장하윤,남,1992.8.13,유,유,무,부상,과속,2022.7.23,99,중구 오류동,2022G54
268,유예준,여,1982.9.10,유,유,유,부상,음주운전,2022.7.25,119,동구 신인동,2022G55
415,노지우,남,1980.7.2,유,유,무,사망,음주운전,2022.7.25,128,동구 신인동,2022G55
483,박윤서,여,1987.12.23,유,유,무,부상,음주운전,2022.7.25,111,동구 신인동,2022G55
508,김지안,여,1978.9.4,유,유,유,사망,음주운전,2022.7.25,96,동구 신인동,2022G55
212,장서준,남,1993.4.10,유,유,무,부상,중앙선 침범,2022.7.7,97,중구 대흥동,2022G58
326,최서준,남,1974.7.29,유,유,무,부상,중앙선 침범,2022.7.7,109,중구 대흥동,2022G58
112,육지호,남,1995.8.3,유,유,무,부상,과속,2022.7.15,126,유성구 전민동,2022G62
226,노지유,남,1987.5.9,유,유,무,부상,과속,2022.7.15,122,유성구 전민동,2022G62
34,정서윤,남,1975.12.5,유,유,무,부상,과속,2022.7.10,95,유성구 노은동,2022G64
716,정서진,여,1980.8.10,유,유,무,부상,과속,2022.7.10,113,유성구 노은동,2022G64
572,이채원,여,1974.2.26,유,유,무,사망,과속,2022.7.4,137,서구 월평동,2022G65
215,최지후,여,1990.8.8,유,유,무,사망,과속,2022.7.9,132,동구 신인동,2022G66
530,노서진,여,1979.4.20,유,유,무,부상,신호위반,2022.7.5,92,동구 신인동,2022G67
647,한지원,남,1990.4.17,유,유,유,부상,신호위반,2022.7.5,99,동구 신인동,2022G67
653,김지유,여,2002.10.23,유,유,무,부상,신호위반,2022.7.5,116,동구 신인동,2022G67
560,곽서연,남,1981.6.28,유,유,유,부상,음주운전,2022.7.20,126,유성구 진잠동,2022G69
997,이채원,남,1992.9.13,유,유,유,사망,신호위반,2022.7.6,98,유성구 진잠동,2022G7
161,김예준,남,1993.8.25,유,유,무,부상,신호위반,2022.7.6,98,유성구 진잠동,2022G70
857,유지유,남,1973.12.9,유,유,무,사망,신호위반,2022.7.6,109,유성구 진잠동,2022G70
553,육준서,여,1962.11.20,유,유,무,부상,신호위반,2022.7.5,90,중구 목동,2022G71
930,육서윤,여,1962.1.2,유,유,유,부상,신호위반,2022.7.5,117,중구 목동,2022G71
350,이주원,여,1973.6.23,유,유,유,부상,음주운전,2022.7.23,108,유성구 진잠동,2022G73
888,장서윤,남,1974.9.21,유,유,유,부상,음주운전,2022.7.23,107,유성구 진잠동,2022G73
237,황채은,여,1986.8.9,유,유,무,사망,과속,2022.7.21,138,중구 은행선화동,2022G77
365,김채원,여,1990.4.8,유,유,무,사망,과속,2022.7.26,124,중구 오류동,2022G78
188,성윤서,남,1996.6.28,유,유,무,부상,과속,2022.7.6,97,대덕구 오정동,2022G79
275,한하준,여,1960.5.4,유,유,무,부상,과속,2022.7.6,128,대덕구 오정동,2022G79
159,최지유,여,1985.3.20,유,유,무,사망,과속,2022.7.26,113,유성구 관평동,2022G8
747,박주호,남,1972.1.21,유,유,유,부상,음주운전,2022.7.7,102,유성구 전민동,2022G84
786,장지원,여,1962.5.9,유,유,유,사망,음주운전,2022.7.27,90,서구 만년동,2022G85
832,조준우,남,1987.5.31,유,유,무,사망,신호위반,2022.7.11,137,서구 갈마동,2022G86
935,김지원,여,1965.2.3,유,유,유,부상,음주운전,2022.7.7,102,대덕구 오정동,2022G87
991,최서현,여,2001.5.23,유,유,무,부상,음주운전,2022.7.7,123,대덕구 오정동,2022G87
83,정채원,남,1981.3.8,유,유,무,부상,신호위반,2022.7.24,120,서구 월평동,2022G9
456,조서현,여,1984.7.31,유,유,무,부상,신호위반,2022.7.24,100,서구 월평동,2022G9
211,노주호,남,2002.10.27,유,유,유,부상,음주운전,2022.7.1,129,대덕구 회덕동,2022G90
860,황지후,여,1982.8.25,유,유,유,사망,음주운전,2022.7.17,116,동구 삼성동,2022G91
585,장서준,남,1986.12.9,유,유,무,부상,신호위반,2022.7.10,123,동구 삼성동,2022G92
260,노지민,여,1984.1.30,유,유,무,부상,신호위반,2022.7.2,107,중구 목동,2022G93
797,한지유,남,1998.8.28,유,유,무,부상,과속,2022.7.15,118,동구 효동,2022G94
802,한서윤,남,1998.1.1,유,유,무,부상,과속,2022.7.15,91,동구 효동,2022G94
114,육지우,남,1976.5.11,유,유,무,부상,신호위반,2022.7.20,93,유성구 노은동,2022G96
417,이민준,남,1975.5.13,유,유,유,사망,음주운전,2022.7.26,139,중구 은행선화동,2022G97
936,정지민,남,1974.4.30,유,유,무,사망,신호위반,2022.7.1,106,서구 월평동,2022G99
981,최하윤,남,1971.12.7,유,유,무,사망,음주운전,2022.8.11,93,대덕구 회덕동,2022H1
66,육서연,남,1979.7.9,유,유,무,사망,과속,2022.8.31,131,대덕구 법동,2022H10
91,이주호,여,1964.7.17,유,유,무,부상,과속,2022.8.31,122,대덕구 법동,2022H10
998,이채원,남,1970.8.15,유,유,무,사망,과속,2022.8.31,135,대덕구 법동,2022H10
971,황선우,남,1960.12.7,유,유,무,사망,중앙선 침범,2022.8.21,130,서구 만년동,2022H11
410,황서준,여,1971.5.17,유,유,무,부상,신호위반,2022.8.19,121,동구 삼성동,2022H12
253,최서윤,남,1968.10.15,유,유,무,사망,중앙선 침범,2022.8.24,136,중구 목동,2022H14
375,박서윤,남,1960.2.13,유,유,무,사망,중앙선 침범,2022.8.24,134,중구 목동,2022H14
342,이채원,남,1963.10.29,유,유,무,사망,신호위반,2022.8.16,115,유성구 전민동,2022H16
27,육선우,여,2001.3.22,유,유,유,사망,음주운전,2022.8.11,139,대덕구 회덕동,2022H17
675,육지우,남,1963.6.27,유,유,유,부상,음주운전,2022.8.4,111,유성구 진잠동,2022H18
543,김수정,여,1965.10.4,유,유,무,부상,과속,2022.8.30,91,동구 삼성동,2022H19
666,김하준,남,1992.8.15,유,유,무,부상,과속,2022.8.30,114,동구 삼성동,2022H19
131,노준서,남,1996.2.5,유,유,유,사망,음주운전,2022.8.7,107,서구 도마동,2022H2
623,곽민준,여,1968.11.8,유,유,무,부상,음주운전,2022.8.7,114,서구 도마동,2022H2
626,김지호,남,1968.1.16,유,유,유,부상,음주운전,2022.8.7,102,서구 도마동,2022H2
537,이주원,여,1971.1.2,유,유,유,부상,음주운전,2022.8.26,116,중구 목동,2022H24
853,조서연,남,1967.12.15,유,유,무,사망,중앙선 침범,2022.8.2,133,유성구 진잠동,2022H29
680,최채은,남,1992.3.12,유,유,무,사망,신호위반,2022.8.5,132,대덕구 회덕동,2022H3
669,곽도윤,여,2000.3.29,유,유,무,부상,과속,2022.8.23,96,중구 목동,2022H32
141,황하준,여,1960.5.1,유,유,무,사망,신호위반,2022.8.5,111,대덕구 회덕동,2022H34
877,한주호,남,1968.7.18,유,유,무,부상,과속,2022.8.13,113,동구 신인동,2022H35
373,성지원,여,1985.6.21,유,유,무,부상,과속,2022.8.5,101,유성구 진잠동,2022H36
506,곽민준,남,1978.10.7,유,유,무,사망,과속,2022.8.5,135,유성구 진잠동,2022H36
503,조주원,여,1962.5.21,유,유,무,부상,중앙선 침범,2022.8.29,122,중구 대사동,2022H38
816,성채은,여,1974.5.27,유,유,무,사망,과속,2022.8.1,133,동구 신인동,2022H4
687,최주호,여,1969.11.23,유,유,무,사망,과속,2022.8.22,135,대덕구 회덕동,2022H40
953,박지안,여,1961.11.27,유,유,무,사망,과속,2022.8.22,90,대덕구 회덕동,2022H40
138,노주호,여,1966.7.31,유,유,무,부상,과속,2022.8.1,104,동구 신인동,2022H41
445,이지유,남,1983.12.17,유,유,무,부상,신호위반,2022.8.23,100,대덕구 회덕동,2022H45
206,김채은,여,1988.3.9,유,유,무,부상,과속,2022.8.25,101,대덕구 석봉동,2022H46
686,조서윤,남,1990.6.5,유,유,무,사망,과속,2022.8.31,138,동구 신인동,2022H49
