교통사고 당사자 번호,이름,성별,생년월일,면허유무,안전벨트 유무,음주 여부,부상/사망 여부,교통사고 종류,교통사고 날짜,사고직전 속도,사고 발생지,대전시 사고 관리 번호
272,곽도윤,여,1983.6.17,유,유,무,부상,과속,2022.11.14,115,대덕구 석봉동,2022K40
273,곽예준,남,2000.9.13,유,유,무,부상,음주운전,2022.10.6,105,중구 대사동,2022J19
274,최하은,여,1985.2.30,유,유,무,사망,신호위반,2022.10.17,120,중구 대흥동,2022J9
275,한채은,남,1986.4.26,유,유,무,부상,음주운전,2022.3.31,85,동구 삼성동,2022C99
276,유주호,남,1975.4.17,유,유,무,부상,과속,2022.12.19,102,대덕구 오정동,2022L68
277,한주원,여,1989.4.13,유,유,무,부상,신호위반,2022.10.26,89,대덕구 석봉동,2022J32
278,장서준,여,1995.12.31,유,유,무,부상,신호위반,2022.8.24,104,서구 월평동,2022H20
279,노주원,여,1978.4.16,유,유,무,부상,신호위반,2022.9.19,105,동구 효동,2022I39
280,한채은,남,1976.11.7,유,유,무,부상,음주운전,2022.3.14,80,동구 자양동,2022C65
281,성민서,남,1986.1.28,유,유,무,부상,과속,2022.6.5,105,유성구 신성동,2022F99
282,이민서,여,1990.6.9,유,유,무,부상,과속,2022.5.17,107,유성구 노은동,2022Z94
283,조주호,남,1984.5.13,유,유,무,부상,과속,2022.10.22,112,대덕구 회덕동,2022J49
284,박주호,여,1999.11.18,유,유,무,부상,음주운전,2022.3.30,92,대덕구 석봉동,2022C41
285,김도윤,남,1980.12.21,유,유,유,부상,음주운전,2022.11.11,111,중구 목동,2022K2
286,곽채원,여,1969.9.18,유,유,무,부상,신호위반,2022.10.30,80,중구 목동,2022J59
287,성지우,남,1974.8.26,유,유,무,부상,음주운전,2022.6.10,100,유성구 신성동,2022F86
288,육하은,남,1994.11.13,유,유,무,부상,과속,2022.3.16,92,유성구 노은동,2022C25
289,조서준,남,1981.10.17,유,유,무,부상,과속,2022.8.17,102,유성구 전민동,2022H61
290,곽서현,남,1972.4.7,유,유,무,부상,음주운전,2022.11.15,112,서구 둔상동,2022K3
291,박지민,여,1974.5.9,유,유,유,사망,과속,2022.1.28,126,중구 은행선화동,2022A16
292,황지유,여,1993.1.11,유,유,무,부상,음주운전,2022.5.3,97,동구 효동,2022Z55
293,성도윤,남,1970.5.8,유,유,무,부상,과속,2022.9.13,100,유성구 전민동,2022I55
294,최윤서,남,1984.10.19,유,유,무,부상,과속,2022.12.27,109,서구 갈마동,2022L1
295,황지호,여,1979.1.26,유,유,무,부상,음주운전,2022.6.6,102,서구 갈마동,2022F96
296,황준서,남,1973.11.15,유,유,무,부상,음주운전,2022.1.1,87,서구 월평동,2022A19
297,조서윤,여,1983.3.23,유,유,무,부상,음주운전,2022.5.7,113,중구 대흥동,2022Z15
298,정지원,여,1972.9.19,유,유,무,부상,음주운전,2022.11.29,83,중구 오류동,2022K51
299,한윤서,여,1970.9.19,유,유,무,부상,중앙선 침범,2022.3.28,117,서구 둔상동,2022C27
300,성민준,남,1970.1.8,유,유,무,사망,과속,2022.1.25,122,유성구 노은동,2022A67
301,유준서,남,1994.7.19,유,유,무,부상,신호위반,2022.8.18,106,유성구 관평동,2022H19
302,육주호,남,1978.8.19,유,유,무,부상,중앙선 침범,2022.7.26,110,서구 월평동,2022G93
303,이하준,남,1996.11.23,유,유,무,부상,음주운전,2022.5.3,112,동구 효동,2022Z55
304,장수정,여,1973.7.7,유,유,무,부상,음주운전,2022.10.14,109,동구 자양동,2022J23
305,정예준,남,2002.11.16,유,유,무,부상,음주운전,2022.7.8,116,유성구 진잠동,2022G83
306,최하은,여,1978.9.13,유,유,무,부상,과속,2022.6.10,101,유성구 관평동,2022F45
307,곽서연,여,1994.11.13,유,유,무,부상,과속,2022.10.1,83,서구 갈마동,2022J67
308,정민서,여,1978.10.20,유,유,무,사망,중앙선 침범,2022.9.9,127,유성구 노은동,2022I5
309,박수정,여,2002.8.28,유,유,무,사망,과속,2022.1.25,123,유성구 노은동,2022A67
310,장서윤,남,1992.7.31,유,유,무,부상,신호위반,2022.12.3,112,중구 대흥동,2022L72
311,이서윤,남,1984.2.11,유,유,무,부상,신호위반,2022.8.31,101,대덕구 오정동,2022H57
312,곽지후,여,1992.9.22,유,유,무,사망,과속,2022.2.3,120,서구 만년동,2022B89
313,유하은,남,1997.3.30,유,유,무,부상,신호위반,2022.8.9,89,중구 대사동,2022H31
314,정지원,남,1990.4.21,유,유,무,부상,과속,2022.2.22,109,중구 대사동,2022B4
315,유지원,여,1992.2.7,유,유,무,부상,중앙선 침범,2022.8.29,105,유성구 노은동,2022H29
316,이연우,남,1960.6.4,유,유,무,부상,신호위반,2022.8.23,99,중구 대흥동,2022H70
317,박지안,남,2000.11.28,유,유,무,부상,중앙선 침범,2022.8.29,111,대덕구 회덕동,2022H41
318,유선우,남,1982.1.12,유,유,무,부상,중앙선 침범,2022.7.17,115,유성구 신성동,2022G59
319,정지원,남,1962.10.24,유,유,무,사망,과속,2022.5.3,120,동구 자양동,2022Z27
320,최연우,남,1988.5.1,유,유,무,부상,음주운전,2022.7.8,81,유성구 진잠동,2022G83
321,성하은,여,1964.11.10,유,유,무,사망,과속,2022.3.29,127,유성구 신성동,2022C28
322,박수정,남,1989.11.21,유,유,무,사망,과속,2022.9.23,125,서구 월평동,2022I29
323,육지유,남,1988.7.14,유,유,무,부상,과속,2022.1.7,98,서구 갈마동,2022A43
324,육준서,남,1965.8.1,유,유,무,사망,과속,2022.5.22,128,중구 은행선화동,2022Z11
325,황하은,남,1983.8.26,유,유,무,부상,과속,2022.4.19,101,동구 삼성동,2022D4
326,곽주원,남,1983.7.8,유,유,무,부상,신호위반,2022.7.7,103,동구 자양동,2022G85
327,곽주원,남,1986.11.6,유,유,무,부상,신호위반,2022.11.21,91,동구 효동,2022K32
328,한하준,남,1962.4.29,유,유,무,부상,음주운전,2022.1.8,84,서구 둔상동,2022A3
329,정지원,남,2001.12.11,유,유,무,부상,과속,2022.9.24,116,대덕구 송촌동,2022I49
330,유지안,남,1966.7.1,유,유,무,부상,과속,2022.8.24,85,동구 용운동,2022H5
331,황수정,남,1969.10.18,유,유,무,부상,중앙선 침범,2022.4.19,111,중구 은행선화동,2022D47
332,육서윤,남,1995.12.30,유,유,무,부상,신호위반,2022.11.25,102,서구 월평동,2022K56
333,한서현,여,1992.7.26,유,유,무,사망,과속,2022.8.3,123,동구 삼성동,2022H62
334,유지유,남,2000.10.5,유,유,무,부상,음주운전,2022.1.21,97,동구 신인동,2022A90
335,곽서윤,여,1999.6.23,유,유,유,부상,음주운전,2022.9.16,91,대덕구 법동,2022I64
336,정지원,남,1978.12.24,유,유,무,부상,음주운전,2022.1.21,115,동구 신인동,2022A90
337,성채은,남,1982.3.23,유,유,무,부상,신호위반,2022.12.12,91,동구 자양동,2022L97
338,장지호,남,1969.8.19,유,유,무,부상,과속,2022.5.31,81,대덕구 법동,2022Z44
339,조하은,남,1998.12.23,유,유,무,사망,과속,2022.3.13,91,중구 대흥동,2022C48
340,황하은,남,1978.11.20,유,유,무,부상,중앙선 침범,2022.3.16,102,대덕구 송촌동,2022C73
341,정하은,남,1970.1.15,유,유,무,사망,신호위반,2022.2.29,120,유성구 진잠동,2022B10
342,최지유,남,1981.9.17,유,유,무,부상,중앙선 침범,2022.3.16,115,서구 도마동,2022C40
343,육시우,남,1997.3.18,유,유,무,사망,과속,2022.3.15,125,서구 월평동,2022C72
344,정지안,여,1988.9.7,유,유,유,부상,음주운전,2022.8.13,89,중구 목동,2022H99
345,이채은,남,1966.4.14,유,유,무,부상,음주운전,2022.9.18,117,중구 은행선화동,2022I69
346,장준서,남,2002.8.1,유,유,무,부상,과속,2022.5.27,105,동구 용운동,2022Z98
347,이민준,남,1977.6.6,유,유,무,부상,음주운전,2022.1.11,113,중구 대사동,2022A79
348,정서준,남,2002.4.2,유,유,유,부상,음주운전,2022.10.1,117,중구 은행선화동,2022J10
349,성준서,남,1995.11.16,유,유,유,부상,음주운전,2022.1.13,108,중구 대흥동,2022A63
350,조서준,남,1985.3.26,유,유,무,부상,중앙선 침범,2022.2.3,99,서구 갈마동,2022B58
351,노시우,여,1987.4.4,유,유,무,사망,중앙선 침범,2022.3.5,100,서구 도마동,2022C34
352,곽지호,남,1991.2.22,유,유,무,사망,과속,2022.9.1,125,중구 은행선화동,2022I46
353,성민서,여,1983.2.14,유,유,무,부상,중앙선 침범,2022.7.12,85,동구 용운동,2022G18
354,장서진,남,1974.9.2,유,유,무,사망,과속,2022.4.26,124,서구 도마동,2022D83
355,유지후,남,1994.7.14,유,유,무,부상,중앙선 침범,2022.3.1,98,중구 은행선화동,2022C63
356,곽주호,여,1974.2.25,유,유,무,부상,음주운전,2022.11.30,107,유성구 전민동,2022K27
357,한주원,여,1999.5.7,유,유,무,부상,신호위반,2022.2.29,82,유성구 진잠동,2022B10
358,육민서,남,1984.9.5,유,유,무,부상,중앙선 침범,2022.4.12,119,동구 자양동,2022D63
359,육연우,남,1962.4.16,유,유,무,부상,신호위반,2022.12.3,84,중구 대흥동,2022L7
360,최지우,여,1972.11.3,유,유,유,부상,음주운전,2022.8.30,105,동구 효동,2022H80
361,박민준,여,1994.5.16,유,유,무,사망,음주운전,2022.5.17,103,서구 둔상동,2022Z13
362,황선우,여,1965.9.28,유,유,무,사망,중앙선 침범,2022.12.31,129,유성구 전민동,2022L4
363,조준우,남,2001.4.9,유,유,무,부상,과속,2022.5.5,108,동구 삼성동,2022Z6
364,조도윤,남,1981.5.20,유,유,무,사망,과속,2022.10.26,121,동구 용운동,2022J63
365,한지유,여,1961.1.23,유,유,무,부상,음주운전,2022.9.25,89,중구 은행선화동,2022I68
366,이하은,남,1970.10.26,유,유,무,부상,신호위반,2022.6.10,94,서구 둔상동,2022F48
367,이주호,남,1971.3.20,유,유,무,부상,음주운전,2022.9.4,110,대덕구 석봉동,2022I36
368,육서연,남,1967.9.21,유,유,무,부상,중앙선 침범,2022.12.24,103,대덕구 석봉동,2022L17
369,곽준우,남,1986.9.21,유,유,유,부상,음주운전,2022.3.19,119,중구 은행선화동,2022C64
370,정주호,남,1972.9.24,유,유,무,사망,과속,2022.10.13,126,유성구 신성동,2022J20
371,노준서,남,1993.11.15,유,유,무,부상,음주운전,2022.2.15,115,유성구 전민동,2022B7
372,한지안,여,1977.12.17,유,유,무,사망,과속,2022.7.21,127,중구 오류동,2022G48
373,성하준,여,1993.2.19,유,유,무,사망,과속,2022.11.29,129,중구 대사동,2022K41
374,김준우,남,1997.3.25,유,유,유,사망,과속,2022.2.28,126,유성구 전민동,2022B29
375,한도윤,남,1963.6.4,유,유,무,부상,중앙선 침범,2022.8.31,114,중구 은행선화동,2022H47
376,조선우,남,1988.11.17,유,유,무,부상,중앙선 침범,2022.3.17,86,중구 오류동,2022C54
377,박시우,남,1989.2.22,유,유,무,사망,과속,2022.1.25,125,유성구 관평동,2022A6
378,유지후,남,1967.9.2,유,유,무,부상,과속,2022.7.28,106,유성구 신성동,2022G41
379,이하준,남,1988.10.12,유,유,무,부상,과속,2022.6.17,80,동구 신인동,2022F98
380,조수정,남,1982.8.28,유,유,무,사망,신호위반,2022.3.15,122,대덕구 석봉동,2022C30
381,육채원,여,1976.2.3,유,유,무,사망,중앙선 침범,2022.6.22,112,대덕구 법동,2022F83
382,장수정,남,1965.7.9,유,유,무,사망,과속,2022.3.9,120,동구 효동,2022C61
383,유지유,여,1977.9.2,유,유,무,사망,음주운전,2022.9.13,127,중구 오류동,2022I77
384,노지유,남,1964.3.24,유,유,무,부상,음주운전,2022.5.22,111,서구 둔상동,2022Z67
385,최서연,남,1978.12.10,유,유,무,사망,신호위반,2022.1.12,94,대덕구 오정동,2022A22
386,한하은,여,1979.2.1,유,유,무,부상,신호위반,2022.12.3,98,중구 대흥동,2022L72
387,정민준,여,1973.10.19,유,유,무,부상,신호위반,2022.5.18,99,서구 만년동,2022Z50
388,이준서,여,1970.2.26,유,유,무,부상,음주운전,2022.1.21,84,동구 신인동,2022A90
389,성하윤,여,1998.6.9,유,유,무,부상,중앙선 침범,2022.2.29,88,동구 자양동,2022B12
390,박채은,남,1962.4.22,유,유,무,사망,과속,2022.7.27,127,유성구 신성동,2022G57
391,유민서,여,1978.3.17,유,유,무,부상,음주운전,2022.11.13,84,유성구 전민동,2022K12
392,육서윤,남,1976.7.19,유,유,무,부상,신호위반,2022.3.15,105,유성구 전민동,2022C88
393,한지원,여,1981.12.3,유,유,무,부상,음주운전,2022.3.30,89,대덕구 석봉동,2022C41
394,노예준,남,1982.4.2,유,유,무,부상,중앙선 침범,2022.11.10,95,유성구 신성동,2022K54
395,노주호,여,2001.12.23,유,유,무,부상,과속,2022.5.18,94,대덕구 송촌동,2022Z65
396,유준서,여,1969.10.30,유,유,무,부상,과속,2022.1.8,114,대덕구 회덕동,2022A24
397,노지우,여,1998.10.8,유,유,무,부상,중앙선 침범,2022.11.3,86,중구 대사동,2022K42
398,황윤서,여,1979.12.9,유,유,무,부상,신호위반,2022.8.14,113,대덕구 송촌동,2022H83
399,조하윤,여,1988.5.10,유,유,무,부상,중앙선 침범,2022.9.4,103,유성구 관평동,2022I8
400,한서연,여,1976.12.25,유,유,무,부상,중앙선 침범,2022.7.22,87,유성구 신성동,2022G67
401,노지후,여,1965.7.11,유,유,무,부상,과속,2022.8.30,92,중구 은행선화동,2022H65
402,이채은,여,1995.8.19,유,유,무,사망,과속,2022.10.22,126,대덕구 송촌동,2022J60
403,박선우,남,1990.11.15,유,유,무,부상,신호위반,2022.11.31,92,대덕구 송촌동,2022K59
404,정민서,남,1988.6.3,유,유,무,부상,중앙선 침범,2022.5.13,119,유성구 신성동,2022Z54
405,박윤서,남,1975.11.27,유,유,무,부상,중앙선 침범,2022.12.11,90,대덕구 석봉동,2022L92
406,황시우,여,1972.4.2,유,유,유,부상,음주운전,2022.1.9,102,서구 월평동,2022A84
407,박채은,남,1977.9.14,유,유,무,사망,과속,2022.1.29,98,중구 대흥동,2022A75
408,유연우,남,1963.8.1,유,유,유,사망,과속,2022.12.10,128,유성구 전민동,2022L89
409,곽서윤,남,1967.4.20,유,유,무,사망,음주운전,2022.3.8,124,서구 도마동,2022C49
410,성서윤,남,2002.2.1,유,유,무,사망,음주운전,2022.3.8,128,서구 도마동,2022C49
411,성하준,여,1984.1.10,유,유,유,부상,음주운전,2022.8.30,89,동구 효동,2022H80
412,노지민,남,1961.8.11,유,유,무,부상,음주운전,2022.12.17,97,서구 갈마동,2022L52
413,유시우,여,1971.1.3,유,유,무,부상,중앙선 침범,2022.7.20,92,동구 신인동,2022G10
414,노채은,여,1992.5.20,유,유,무,부상,중앙선 침범,2022.5.24,105,유성구 전민동,2022Z48
415,황수정,남,1969.7.13,유,유,무,부상,과속,2022.5.29,88,중구 은행선화동,2022Z2
416,정선우,여,1977.8.23,유,유,무,부상,과속,2022.10.28,116,중구 대흥동,2022J5
417,유서준,남,1972.7.13,유,유,무,부상,신호위반,2022.3.25,83,서구 둔상동,2022C47
418,정주원,남,1976.2.16,유,유,무,부상,신호위반,2022.8.22,100,서구 도마동,2022H3
419,조채원,여,1987.9.26,유,유,무,부상,중앙선 침범,2022.11.25,102,동구 삼성동,2022K95
420,조지우,남,2000.2.14,유,유,무,사망,신호위반,2022.2.20,94,동구 삼성동,2022B83
421,한지민,여,1978.11.28,유,유,무,부상,중앙선 침범,2022.8.16,111,중구 대사동,2022H8
422,정주호,남,1974.9.9,유,유,무,사망,과속,2022.4.15,125,중구 오류동,2022D28
423,김하은,남,1996.3.24,유,유,무,부상,과속,2022.1.8,82,서구 둔상동,2022A13
424,유지우,여,2002.9.11,유,유,무,부상,중앙선 침범,2022.5.22,113,서구 둔상동,2022Z66
425,육지후,여,1964.10.1,유,유,무,부상,신호위반,2022.7.27,96,동구 용운동,2022G76
426,황연우,여,1989.6.30,유,유,무,부상,중앙선 침범,2022.10.28,117,유성구 신성동,2022J24
427,정도윤,남,1984.1.16,유,유,무,부상,중앙선 침범,2022.3.17,118,중구 오류동,2022C54
428,노하은,남,1994.2.25,유,유,무,사망,과속,2022.10.29,123,서구 만년동,2022J98
429,박채원,여,1989.6.24,유,유,무,사망,과속,2022.10.19,112,대덕구 회덕동,2022J26
430,한윤서,남,1973.9.31,유,유,무,부상,중앙선 침범,2022.10.13,105,동구 효동,2022J96
431,곽서윤,여,1998.2.18,유,유,무,부상,음주운전,2022.5.19,84,유성구 신성동,2022Z81
432,정서현,여,1981.4.6,유,유,유,부상,음주운전,2022.9.25,88,서구 만년동,2022I28
433,육예준,남,1997.9.28,유,유,무,사망,과속,2022.3.12,126,대덕구 회덕동,2022C86
434,정서현,남,1960.5.5,유,유,무,사망,과속,2022.6.18,128,대덕구 법동,2022F88
435,이지안,여,1997.2.16,유,유,무,부상,음주운전,2022.12.16,111,대덕구 회덕동,2022L21
436,유예준,남,1990.1.12,유,유,무,부상,음주운전,2022.1.3,91,동구 용운동,2022A15
437,정서연,남,1966.8.15,유,유,무,사망,과속,2022.7.20,127,대덕구 법동,2022G94
438,박지우,여,1994.9.15,유,유,무,부상,신호위반,2022.12.3,93,중구 대흥동,2022L7
439,조시우,여,1973.1.9,유,유,무,부상,중앙선 침범,2022.7.31,96,중구 대사동,2022G33
440,정민준,여,1976.10.13,유,유,무,사망,과속,2022.4.25,124,동구 삼성동,2022D57
441,성시우,남,1962.6.25,유,유,무,부상,과속,2022.10.23,101,대덕구 석봉동,2022J64
442,박도윤,남,1988.2.8,유,유,무,부상,중앙선 침범,2022.11.30,93,서구 갈마동,2022K86
443,유지민,여,1987.6.3,유,유,무,사망,과속,2022.7.3,128,동구 효동,2022G68
444,황도윤,남,1981.11.13,유,유,무,부상,신호위반,2022.10.19,92,중구 대사동,2022J83
445,노하윤,남,1999.6.15,유,유,무,부상,과속,2022.1.25,114,유성구 관평동,2022A60
446,정윤서,여,1965.4.15,유,유,무,부상,음주운전,2022.5.19,95,유성구 신성동,2022Z81
447,한서현,여,1991.3.26,유,유,무,부상,음주운전,2022.3.11,97,서구 둔상동,2022C90
448,유하은,남,1981.11.25,유,유,무,부상,중앙선 침범,2022.1.27,95,중구 은행선화동,2022A69
449,유서진,여,1979.6.2,유,유,유,부상,음주운전,2022.5.24,105,유성구 진잠동,2022Z82
450,조서진,여,1961.8.4,유,유,무,부상,신호위반,2022.5.21,109,대덕구 회덕동,2022Z80
451,곽채원,여,1982.4.31,유,유,무,부상,신호위반,2022.10.24,100,동구 신인동,2022J35
452,노지민,남,1962.9.22,유,유,무,부상,음주운전,2022.6.18,93,서구 도마동,2022F40
453,김주원,여,1986.4.26,유,유,무,사망,신호위반,2022.6.31,123,대덕구 회덕동,2022F41
454,곽윤서,남,2001.7.29,유,유,무,사망,과속,2022.3.7,124,대덕구 회덕동,2022C52
455,유윤서,여,1993.2.27,유,유,무,부상,중앙선 침범,2022.12.6,110,동구 효동,2022L71
456,박준서,여,1971.8.15,유,유,무,부상,중앙선 침범,2022.10.4,85,동구 신인동,2022J12
457,유민준,남,2000.3.30,유,유,무,부상,신호위반,2022.2.23,94,유성구 관평동,2022B20
458,성하윤,여,1974.8.25,유,유,무,사망,음주운전,2022.5.22,120,서구 둔상동,2022Z67
459,노하윤,여,1989.1.23,유,유,무,사망,과속,2022.1.8,122,동구 신인동,2022A65
460,한준우,여,1987.5.6,유,유,무,부상,중앙선 침범,2022.10.18,89,대덕구 회덕동,2022J37
461,유민서,남,1971.6.13,유,유,무,부상,음주운전,2022.8.29,85,유성구 진잠동,2022H94
462,이시우,남,1980.3.19,유,유,무,사망,음주운전,2022.10.14,112,동구 신인동,2022J75
463,육지후,여,1997.9.21,유,유,무,부상,음주운전,2022.9.15,106,동구 신인동,2022I21
464,장지안,여,1975.10.17,유,유,무,부상,과속,2022.1.11,109,서구 둔상동,2022A92
465,유수정,여,1977.1.10,유,유,무,부상,과속,2022.7.8,100,서구 갈마동,2022G26
466,정지호,남,1987.1.16,유,유,무,부상,중앙선 침범,2022.6.15,96,중구 목동,2022F63
467,황하윤,여,1993.5.20,유,유,무,사망,과속,2022.6.23,126,서구 둔상동,2022F82
468,조준우,남,1986.7.5,유,유,무,사망,과속,2022.1.13,128,서구 둔상동,2022A87
469,노서준,여,1995.11.30,유,유,무,부상,과속,2022.4.15,89,중구 오류동,2022D28
470,한수정,여,1972.3.14,유,유,무,부상,음주운전,2022.4.12,113,서구 갈마동,2022D98
471,한윤서,여,1988.3.9,유,유,무,사망,중앙선 침범,2022.4.7,109,대덕구 법동,2022D12
472,한서준,남,1986.11.14,유,유,무,부상,과속,2022.2.8,102,중구 대흥동,2022B17
473,장예준,여,1980.1.4,유,유,유,부상,음주운전,2022.10.4,103,중구 목동,2022J90
474,김선우,남,1998.10.31,유,유,무,부상,중앙선 침범,2022.12.31,115,유성구 노은동,2022L61
475,유예준,여,1965.7.5,유,유,무,부상,중앙선 침범,2022.5.27,89,서구 도마동,2022Z42
476,박하준,남,1983.3.8,유,유,무,부상,과속,2022.12.14,91,중구 오류동,2022L87
477,성지호,여,1992.1.4,유,유,무,부상,신호위반,2022.7.7,115,동구 자양동,2022G85
478,성서준,남,2001.3.14,유,유,무,부상,중앙선 침범,2022.6.24,95,유성구 전민동,2022F38
479,곽지후,여,1990.1.4,유,유,무,부상,과속,2022.1.8,99,서구 둔상동,2022A13
480,최지우,남,1971.3.5,유,유,무,부상,과속,2022.2.22,86,중구 은행선화동,2022B61
481,정수정,남,1967.5.12,유,유,유,부상,음주운전,2022.4.6,87,대덕구 법동,2022D65
482,박수정,남,1982.2.18,유,유,무,부상,과속,2022.4.31,112,대덕구 법동,2022D94
483,박서윤,남,1991.1.8,유,유,무,부상,신호위반,2022.4.16,116,유성구 진잠동,2022D76
484,황연우,여,1982.7.28,유,유,무,부상,신호위반,2022.1.24,87,중구 대흥동,2022A34
485,장예준,남,1974.5.28,유,유,무,부상,음주운전,2022.8.6,81,동구 효동,2022H13
486,최지유,여,1974.6.2,유,유,무,부상,과속,2022.2.22,110,중구 은행선화동,2022B61
487,정지후,여,1979.4.26,유,유,무,부상,과속,2022.9.9,95,동구 효동,2022I81
488,장서진,남,1964.4.14,유,유,무,사망,중앙선 침범,2022.12.25,102,유성구 관평동,2022L66
489,곽도윤,남,1964.2.2,유,유,무,부상,과속,2022.5.29,90,서구 도마동,2022Z84
490,정하은,여,1962.1.13,유,유,무,사망,과속,2022.5.6,128,유성구 관평동,2022Z76
491,노서연,여,1963.7.24,유,유,무,부상,신호위반,2022.12.8,88,동구 효동,2022L25
492,한민준,여,1994.7.24,유,유,유,부상,음주운전,2022.12.25,112,서구 만년동,2022L34
493,유도윤,여,1978.7.7,유,유,무,부상,신호위반,2022.11.5,101,대덕구 법동,2022K23
494,유지안,남,1985.8.25,유,유,무,부상,음주운전,2022.6.9,108,서구 월평동,2022F21
495,곽선우,여,1975.9.3,유,유,무,부상,과속,2022.6.18,92,대덕구 법동,2022F88
496,박주호,남,1975.9.25,유,유,무,부상,과속,2022.4.30,119,유성구 전민동,2022D58
497,성서진,남,1977.7.26,유,유,무,부상,음주운전,2022.7.11,84,대덕구 송촌동,2022G44
498,곽하준,여,1992.10.19,유,유,무,부상,음주운전,2022.5.29,95,서구 월평동,2022Z95
499,황하준,여,1986.7.10,유,유,무,사망,과속,2022.1.25,128,동구 신인동,2022A70
500,노서준,남,1971.7.24,유,유,무,부상,음주운전,2022.4.11,107,유성구 신성동,2022D43
501,정선우,여,1971.1.3,유,유,무,사망,과속,2022.3.15,127,대덕구 법동,2022C83
502,황서진,남,1980.8.18,유,유,무,부상,중앙선 침범,2022.6.20,115,서구 갈마동,2022F32
503,이지안,여,1975.3.17,유,유,무,사망,중앙선 침범,2022.1.19,125,중구 오류동,2022A95
504,이서연,여,1974.9.2,유,유,무,사망,음주운전,2022.4.23,129,중구 은행선화동,2022D74
505,정민준,남,1970.2.27,유,유,무,사망,음주운전,2022.3.14,126,동구 자양동,2022C65
506,이서연,여,1979.7.18,유,유,유,부상,음주운전,2022.4.13,90,대덕구 오정동,2022D64
507,한주원,남,1975.7.24,유,유,무,부상,음주운전,2022.12.16,98,대덕구 회덕동,2022L21
508,김지원,남,1985.2.21,유,유,무,부상,중앙선 침범,2022.3.23,110,서구 도마동,2022C39
509,황연우,남,1964.8.3,유,유,무,사망,과속,2022.4.19,126,중구 대사동,2022D20
510,곽주호,여,1967.4.30,유,유,무,사망,과속,2022.10.19,125,대덕구 회덕동,2022J2
511,김채원,남,1980.4.15,유,유,무,사망,중앙선 침범,2022.6.22,126,대덕구 법동,2022F83
512,육하은,여,1982.10.29,유,유,무,사망,과속,2022.6.25,123,서구 만년동,2022F60
513,황하은,남,1987.3.24,유,유,무,부상,과속,2022.1.25,114,유성구 노은동,2022A67
514,곽채원,남,1984.3.15,유,유,무,부상,과속,2022.4.25,95,중구 목동,2022D30
515,장지우,남,1986.3.28,유,유,유,부상,음주운전,2022.7.5,108,유성구 진잠동,2022G24
516,이지원,남,2000.4.12,유,유,무,부상,중앙선 침범,2022.3.23,105,서구 도마동,2022C39
517,최주원,여,1988.1.15,유,유,무,부상,중앙선 침범,2022.9.1,86,중구 오류동,2022I93
518,성시우,남,1992.11.10,유,유,무,사망,중앙선 침범,2022.10.10,100,유성구 신성동,2022J22
519,성준서,여,1963.8.3,유,유,무,사망,과속,2022.9.25,122,서구 만년동,2022I43
520,조채원,남,1995.6.1,유,유,무,사망,중앙선 침범,2022.8.31,123,중구 은행선화동,2022H47
521,유채은,남,1983.2.21,유,유,무,부상,과속,2022.9.22,97,유성구 노은동,2022I9
522,최지원,남,1969.3.17,유,유,무,부상,음주운전,2022.9.11,89,대덕구 송촌동,2022I27
523,장준우,남,1973.4.20,유,유,무,사망,신호위반,2022.12.12,127,동구 자양동,2022L97
524,성도윤,남,1985.7.14,유,유,무,부상,중앙선 침범,2022.8.29,101,유성구 노은동,2022H29
525,성서진,남,1985.8.9,유,유,무,부상,과속,2022.3.30,118,동구 자양동,2022C45
526,최하준,여,1964.1.4,유,유,무,부상,음주운전,2022.6.10,115,유성구 신성동,2022F8
527,최서현,남,1993.2.29,유,유,무,사망,신호위반,2022.10.18,125,중구 대사동,2022J4
528,김준서,여,1965.12.19,유,유,무,사망,신호위반,2022.11.28,128,유성구 관평동,2022K73
529,조서진,남,1972.10.5,유,유,무,사망,과속,2022.4.19,123,동구 삼성동,2022D4
530,곽예준,남,1985.12.25,유,유,무,부상,중앙선 침범,2022.5.22,82,중구 은행선화동,2022Z74
531,황민준,여,1996.8.11,유,유,무,부상,음주운전,2022.4.23,102,대덕구 송촌동,2022D38
532,성준우,여,1987.10.31,유,유,무,부상,음주운전,2022.3.5,89,중구 대사동,2022C37
533,정지안,남,1967.8.7,유,유,유,부상,음주운전,2022.8.7,105,서구 둔상동,2022H40
534,유서진,남,1969.5.20,유,유,무,부상,신호위반,2022.10.28,108,서구 도마동,2022J48
535,최서현,남,1973.5.15,유,유,무,사망,중앙선 침범,2022.9.3,91,동구 용운동,2022I24
536,노선우,여,1965.6.18,유,유,무,부상,과속,2022.8.27,111,동구 용운동,2022H33
537,유지호,남,1984.3.19,유,유,무,부상,중앙선 침범,2022.12.24,111,중구 목동,2022L78
538,최지후,남,1986.1.6,유,유,무,부상,과속,2022.10.19,115,대덕구 회덕동,2022J2
539,최서윤,여,1969.11.8,유,유,무,부상,음주운전,2022.8.11,81,서구 둔상동,2022H7
540,박지후,여,2002.9.20,유,유,무,부상,과속,2022.3.26,97,유성구 전민동,2022C10
541,정주원,여,2000.6.28,유,유,무,사망,과속,2022.12.3,126,동구 신인동,2022L44
542,유하윤,남,1987.7.15,유,유,무,부상,신호위반,2022.8.26,104,중구 대사동,2022H54
